,BARCODE,BARRIER_TYPE,BARRIER_TYPE2,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,ENGINEERED,FACILITYID,GIS_ENTRY_STAGE,HEIGHT_M,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIFECYCLE_COST,LOCATED_ON,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MODEL,MOD_DATE,NO_OF_BARRIERS,NO_OF_BULLNOSE,NO_OF_HWY_NOPOST,NO_OF_NOPOST,NO_OF_TRANSITION,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PAINTED,PARK_FENCE_TYPE,PARK_LEGACY_ID,PARK_OWNERSHIP,PROJECT_NO,QUANTITY,REFERENCE_NO,RETAINING_WALL_TYPE,ROAD_CODE,SERIAL_NO,SPECIAL_FEATURES,STATUS,STATUS_DATE,STATUS_PARKS,STRUCTURES_INSPECTION_ROUTE,TEMP,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WIDTH_M,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
3111,,6,Retaining Wall,,,,20161209,,,1001899635,Final AB,,,,,,,Sidewalk,,Engineering,,,Block,,20161209,,,,,,,,Engineering,Surrey,Not Painted,,,,1713-3140-00,,,,,,,In Service,,,,,,,,,,2016,,
3112,,6,Retaining Wall,,,,20161209,,,1001899636,Final AB,,,,,,,Sidewalk,,Engineering,,,Block,,20161209,,,,,,,,Engineering,Surrey,Not Painted,,,,1713-3140-00,,,,,,,In Service,,,,,,,,,,2016,,
3113,,4,Highway No Post Guardrail,,,,20160704,,,1001882613,Final AB,,,,,,,Bridge,,Provincial,,,Concrete,,20161215,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH BRIDGE 1653,,,,,,,In Service,,,,,,,,,,,,
3114,,5,No Post Guardrail,,,,20171103,,,1001953771,Final AB,,,,,,,Other,,Engineering,,072,Concrete,,,,,,,,,,Engineering,Surrey,,,,,7814-0345-00,,,,,,,In Service,,,,,,,,,,2017,,
3115,,2,Fencing,,,,20161215,,,1001900025,Final AB,,,,,,,Median,,Engineering,,113,Log Rail,,20161215,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-3090-00,,,,,,,In Service,,,,,,,,,,2016,,
3116,,2,Fencing,,,,20161215,,,1001900026,Final AB,,,,,,,Median,,Engineering,,113,Log Rail,,20161215,,,,,,,,Engineering,Surrey,Not Painted,,,,1711-3090-00,,,,,,,In Service,,,,,,,,,,2016,,
3117,,2,Fencing,,,,20161215,,,1001900054,Final AB,,,,,,,Bridge,,Provincial,,,Steel,,20161215,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH BRIDGE 1653,,,,,,,In Service,,,,,,,,,,2014,,
3118,,2,Fencing,,,,20161207,,,1001899448,Final AB,,,,,,,Bridge,,Provincial,,,Metal Tube,,20161207,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH 12449-2014,,,,,,,In Service,,,,,,,,,,2014,,
3119,,2,Fencing,,,,20161219,,,1001900147,Final AB,,,,,,,Retaining Wall,,Provincial,,,Steel,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3120,,2,Fencing,,,,20161219,,,1001900143,Final AB,,,,,,,Multi-use Pathway,,Provincial,,013,Steel,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3121,,6,Retaining Wall,,,,20161219,,,1001900146,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3122,,2,Fencing,,,,20161219,,,1001900148,Final AB,,,,,,,Retaining Wall,,Provincial,,,Steel,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3123,,2,Fencing,,,,20161219,,,1001900145,Final AB,,,,,,,Multi-use Pathway,,Provincial,,,Steel,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3124,,2,Fencing,,,,20161219,,,1001900144,Final AB,,,,,,,Multi-use Pathway,,Provincial,,013,Steel,,20161219,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Ped. Opass 5926,,,,,,,In Service,,,,,,,,,,2013,,
3125,,2,Fencing,,,,20170104,,,1001900879,Final AB,,,,,,,Other,,Engineering,,,Chain Link,,,,,,,,,,Engineering,Surrey,Black,,,,7813-0106-00,,,,,,,In Service,,,,,,,,,,2016,,
3126,,2,Fencing,,,,20170112,,,1001902027,Final AB,,,,,,,Median,,Engineering,,013,Steel,,20170112,,,,,,,,Engineering,Surrey,Black,,,,1714-2030-00,,,,,,,In Service,,,,,,,,,,2016,,
3127,,2,Fencing,,,,20170112,,,1001902028,,,,,,,,Median,,Engineering,,013,Steel,,20170112,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
3128,,5,No Post Guardrail,,,,20130208,,,1001567016,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20170125,,,,,,,,Engineering,Surrey,Not Painted,,,,7808-0128-00,,,,,,,In Service,,,,,,,,,,2012,,
3129,,4,Highway No Post Guardrail,,,,20170130,,,1001843828,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3130,,0,Crash Attenuator,Barrels,,,20170130,,,1001881951,Final AB,,,,,,,Road,,Provincial,,,,,20170608,,,,,,,,Provincial,Provincial,Not Painted,,,,PMH1 Weigh Scales,,,,,,,In Service,,,,,,,,,,2014,,
3131,,4,Highway No Post Guardrail,,,,20170130,,,1001844067,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3132,,4,Highway No Post Guardrail,,,,20170130,,,1001881952,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170608,,,,,,,,Provincial,Provincial,Not Painted,,,,PMH1 Weigh Scales,,,,,,,In Service,,,,,,,,,,2014,,
3133,,4,Highway No Post Guardrail,,,,20170130,,,1001844137,Final AB,,,,,1001844135,0,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,0
3134,,4,Highway No Post Guardrail,,,,20170130,,,1001844142,Final AB,,,,,1001844141,0,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,0
3135,,4,Highway No Post Guardrail,,,,20170124,,,1001863658,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E1,,,,,,,In Service,,,,,,,,,,2015,,
3136,,4,Highway No Post Guardrail,,,,20170130,,,1001843851,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170608,,,,,,,,Provincial,Provincial,Not Painted,,,,PMH1 Weigh Scales,,,,,,,In Service,,,,,,,,,,2015,,
3137,,2,Fencing,,,,20180221,,,1001985333,Initial AB,,,,,1001985332,0,Road,,Engineering,,088,Log Rail,,20180607,,,,,,,,Engineering,Surrey,Not Painted,,,,5013-1010-00,,,,,,,In Service,,,,,,,,,,2017,,0
3138,,6,Retaining Wall,,,,20170815,,,1001943289,,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3139,,3,Handrail,,,,20170815,,,1001943290,,1.2,,,,1001943289,0,Retaining Wall,,Engineering,,024,Steel,,20170816,,,,,,,,Engineering,Surrey,Black,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3140,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943332,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3141,,3,Handrail,,,,20170816,,,1001943333,Initial AB,1.2,,,,1001943332,0,Retaining Wall,,Engineering,,024,Steel,,20170816,,,,,,,,Engineering,Surrey,Black,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3142,,3,Handrail,,,,20170816,,,1001943334,Initial AB,1.2,,,,1001943333,0,Retaining Wall,,Engineering,,024,Steel,,20170816,,,,,,,,Engineering,Surrey,Black,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3143,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943335,Initial AB,,,,,1001943332,0,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3144,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943338,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3145,,2,Fencing,,,,20170816,,,1001943339,Initial AB,,,,,,,Retaining Wall,,Engineering,,024,Wooden,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3146,,6,Retaining Wall,,,,20160701,,,1001882503,Final AB,,,,,1001882502,0,Road,,MOTH,,,Concrete,,20160701,,,,,,,,MOTH,Provincial,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,0
3147,,6,Retaining Wall,Sierrascape Wall,,,20170816,,,1001943342,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Green Wall,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3148,,5,No Post Guardrail,,,,20180607,,,1002058464,Initial AB,,,,,,,Road,,Engineering,,088,Concrete,,20180607,,,,,,,,Engineering,Surrey,Not Painted,,,,5013-1010-00,,,,,,,In Service,,,,,,,,,,2017,,
3149,,5,No Post Guardrail,,,,20180607,,,1002058465,Initial AB,,,,,,,Road,,Engineering,,088,Concrete,,20180607,,,,,,,,Engineering,Surrey,Not Painted,,,,5013-1010-00,,,,,,,In Service,,,,,,,,,,2017,,
3150,,3,Handrail,,,,20160701,,,1001882505,Final AB,,,,,1001882504,0,Retaining Wall,,MOTH,,,Metal Tube,,20160701,,,,,,,,MOTH,Provincial,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,0
3151,,5,No Post Guardrail,,,,20160927,,,1001893090,,,,,,,,Road,,Engineering,,,Concrete,,20160927,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
3152,,5,No Post Guardrail,,,,20160927,,,1001893091,,,,,,,,Road,,Engineering,,,Concrete,,20160927,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
3153,,5,No Post Guardrail,,,,20160927,,,1001893092,,,,,,,,Road,,Engineering,,,Concrete,,20160927,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
3154,,4,Highway No Post Guardrail,"8 NPGR, 4 HPNG",,,20091204,,,1001142628,Initial AB,,,,,1001133979,,Road,,Engineering,,,Concrete,,20160927,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
3155,,5,No Post Guardrail,,,,20160927,,,1001893140,,,,,,,,Road,,Engineering,,,Concrete,,20160927,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
3156,,4,Highway No Post Guardrail,,,,20160121,,,1001829800,,,,,,,,Road,,MOTH,,,Concrete,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3157,,4,Highway No Post Guardrail,,,,20160121,,,1001829801,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3158,,2,Fencing,,,,20160121,,,1001854955,Initial AB,1.2,,,,1001854953,0,Walkway,,Engineering,,,Chain Link,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7813-0249-00,,,,,,,In Service,,,,,,,,,,2015,,0
3159,,2,Fencing,,,,20160121,,,1001854957,Initial AB,1.2,,,,1001854956,0,Walkway,,Engineering,,,Chain Link,,,,,,,,,,Engineering,Surrey,Not Painted,,,,7813-0249-00,,,,,,,In Service,,,,,,,,,,2015,,0
3160,,6,Retaining Wall,,,,20160513,,,1001877339,EC,0.5,,,,,,Sidewalk,,Engineering,,,Block,,20160513,,,,,,,,Engineering,Surrey,Not Painted,,,,1710-7040-00,,,,,,,Proposed,,,,,,,,,,,,
3161,,5,No Post Guardrail,,,,20160614,,,1001880651,Final AB,,,,,,,Road,,Engineering,,125,Concrete,,20170117,,,,,,,,Engineering,Surrey,Reflectorized,,,,7811-0029-00,,,,,,,In Service,,,,,,,,,,2016,,
3162,,4,Highway No Post Guardrail,,,,20160121,,,1001829797,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3163,,5,No Post Guardrail,,,,20150608,,,1001827177,Final AB,,,,,,,Lane,,Engineering,,020,Concrete,,20160617,,,,2,,,,Engineering,Surrey,,,,,7813-0207-00,,,,,,,In Service,,,,,,,,,,2016,,
3164,,2,Fencing,Noise Wall,,,20160121,,,1001855318,,,,,,1001854932,0,Road,,MOTH,,,Wooden,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,0
3165,,2,Fencing,Noise Wall,,,20160121,,,1001854932,,,,,,1001854931,0,Road,,MOTH,,,Wooden,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,0
3166,,2,Fencing,Bicycle Fence,,,20160121,,,1001855319,Final AB,,,,,,,Road,,MOTH,,,Metal Tube,,20160121,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3167,,6,Retaining Wall,,,,20150608,,Y,1001827179,Final AB,1.3,,,,,,Other,,Engineering,,020,Block,,20160617,,,,,,,,Engineering,Private,,,,,7813-0207-00,,,,,,,In Service,,,,,,,,,,2016,,
3168,,6,Retaining Wall,,,,20150608,,Y,1001827180,Final AB,1.6,,,,,,Other,,Engineering,,020,Block,,20160617,,,,,,,,Engineering,Private,,,,,7813-0207-00,,,,,,,In Service,,,,,,,,,,2016,,
3169,,4,Highway No Post Guardrail,,,,20160122,,,1001830246,Final AB,,,,,1001830244,0,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,0
3170,,4,Highway No Post Guardrail,,,,20160122,,,1001830247,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3171,,4,Highway No Post Guardrail,,,,20160122,,,1001830258,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3172,,4,Highway No Post Guardrail,,,,20160122,,,1001855418,Final AB,,,,,1001829556,0,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 6,,,,,,,In Service,,,,,,,,,,2014,,0
3173,,5,No Post Guardrail,,,,20160616,,,1001880959,Final AB,,,,,,,Road,,Engineering,,125,Concrete,,20170117,,,,5,,,,Engineering,Surrey,Reflectorized,,,,7811-0029-00,,,,,,,In Service,,,,,,,,,,2016,,
3174,,5,No Post Guardrail,,,,20170117,,,1001902461,Final AB,,,,,,,Sidewalk,,Engineering,,125,Concrete,,,,,,,,,,Engineering,Surrey,Reflectorized,,,,7811-0029-00,,,,,,,In Service,,,,,,,,,,2016,,
3175,,5,No Post Guardrail,,,,20160613,,,1001880548,Final AB,,,,,,,Road,,Engineering,,125,Concrete,,20170117,,,,2,,,,Engineering,Surrey,Reflectorized,,,,7811-0029-00,,,,,,,In Service,,,,,,,,,,2016,,
3176,,5,No Post Guardrail,,,,20150127,,,1001803792,Initial AB,,,,,,,Lane,,Engineering,,052,Concrete,,20171106,,,,2,,,,Engineering,Surrey,Reflectorized,,,,7813-0168-00,,,,,,,In Service,,,,,,,,,,2017,,
3177,,6,Retaining Wall,,,,20171106,,,1001953881,Initial AB,,,,,,,Road,,Engineering,,052,Concrete,,20171106,,,,,,,,Engineering,Surrey,Not Painted,,,,7813-0168-00,,,,,,,In Service,,,,,,,,,,2017,,
3178,,4,Highway No Post Guardrail,,,,20170130,,,1001878228,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3179,,4,Highway No Post Guardrail,,,,20170130,,,1001878257,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3180,,4,Highway No Post Guardrail,,,,20170130,,,1001878333,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3181,,4,Highway No Post Guardrail,,,,20170130,,,1001881917,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3182,,3,Handrail,,,,20170130,,,1001881920,Final AB,,,,,,,Bridge,,Provincial,,,Steel,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3183,,4,Highway No Post Guardrail,,,,20170130,,,1001881921,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3184,,4,Highway No Post Guardrail,,,,20170130,,,1001881922,Final AB,,,,,1001881921,0,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,0
3185,,4,Highway No Post Guardrail,,,,20170130,,,1001881923,Final AB,,,,,1001881921,0,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,0
3186,,3,Handrail,,,,20170130,,,1001881927,Final AB,,,,,1001881921,0,Bridge,,Provincial,,,Steel,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,0
3187,,4,Highway No Post Guardrail,,,,20160628,,,1001881944,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3188,,4,Highway No Post Guardrail,,,,20160628,,,1001881947,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3189,,4,Highway No Post Guardrail,,,,20170130,,,1001881949,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3190,,4,Highway No Post Guardrail,,,,20170130,,,1001881955,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3191,,4,Highway No Post Guardrail,,,,20170130,,,1001881957,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170130,,,,,,,,Provincial,Provincial,Not Painted,,,,MOTH Gateway E2,,,,,,,In Service,,,,,,,,,,2015,,
3192,,4,Highway No Post Guardrail,,,,20170130,,,1001881953,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170608,,,,,,,,Provincial,Provincial,Not Painted,,,,PMH1 Weigh Scales,,,,,,,In Service,,,,,,,,,,2014,,
3193,,4,Highway No Post Guardrail,,,,20170130,,,1001881972,Final AB,,,,,,,Road,,Provincial,,,Concrete,,20170608,,,,,,,,Provincial,Provincial,Not Painted,,,,PMH1 Weigh Scales,,,,,,,In Service,,,,,,,,,,2014,,
3194,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943344,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3195,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943345,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3196,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943346,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3197,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943347,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3198,,2,Fencing,,,,20170816,,,1001943348,,,,,,,,Retaining Wall,,Engineering,,024,Wooden,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3199,,2,Fencing,,,,20170816,,,1001943349,,,,,,1001943348,0,,,Engineering,,024,Wooden,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3200,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943367,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3201,,3,Handrail,,,,20170816,,,1001943371,Initial AB,1.2,,,,1001943367,0,Retaining Wall,,Engineering,,024,Steel,,20170816,,,,,,,,Engineering,Surrey,Black,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,0
3202,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170816,,,1001943378,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170816,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3203,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943459,Initial AB,,,,,,,Sidewalk,,Engineering,,,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3204,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943460,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3205,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943461,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3206,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943462,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3207,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943463,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3208,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943464,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3209,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943465,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3210,,6,Retaining Wall,Rockywall - Black Tusk Finish,,,20170817,,,1001943466,Initial AB,,,,,,,Sidewalk,,Engineering,,024,Block,,20170817,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3120-00,,,,,,,In Service,,,,,,,,,,2016,,
3211,,4,Highway No Post Guardrail,,,,20160122,,,1001855419,Final AB,,,,,1001829531,0,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 6,,,,,,,In Service,,,,,,,,,,2014,,0
3212,,4,Highway No Post Guardrail,,,,20160122,,,1001855420,Final AB,,,,,1001829536,0,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 6,,,,,,,In Service,,,,,,,,,,2014,,0
3213,,4,Highway No Post Guardrail,,,,20160122,,,1001829531,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3214,,4,Highway No Post Guardrail,,,,20160122,,,1001829536,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3215,,4,Highway No Post Guardrail,,,,20160122,,,1001829556,Final AB,,,,,,,Road,,MOTH,,,Concrete,,20160122,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,
3216,,2,Fencing,,,,20160122,,,1001855434,Final AB,,,,,1001829510,0,Sidewalk,,Engineering,,,Post and Chain,,20150626,,,,,,,,Engineering,Surrey,Not Painted,,,,SFPR Seg. 7,,,,,,,In Service,,,,,,,,,,2014,,0
3217,,5,No Post Guardrail,,,,20170526,,,1001932624,Initial AB,,,,,1001932623,0,Road,,Engineering,,103,Concrete,,20170526,,,,,,,,Engineering,Surrey,Not Painted,,,,1714-3080-00,,,,,,,In Service,,,,,,,,,,2016,,0
