,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
14565,PTN (4 FT WIDE) LT 10 BLK C PL 16043,16089,2054-002,Multiple Facilities,E1986-0624,Municipal Right of Way,Registered,1.219,1955
14566,PTN LT 124 PL 46705 (LT 320 PL 56669),56127,3486,Multiple Facilities,E1978-0531,Municipal Right of Way,Registered,0,1979
14567,PTN L 37 PL27392,LMP35779,7896-0269,Multiple Facilities,E1997-0343,Municipal Right of Way,Registered,3.00,1997
14568,PTN LT B RP14848 (PLNS 73814 & 86962),66340,7881-173,Drainage,E1983-0175,Municipal Right of Way,Registered,0,1983
14569,PTN REM D EP7564 ( LT 16 & 20 PL 79327 ),77280,7883-1940,Multiple Facilities,E1987-0480,Municipal Right of Way,Registered,0,1988
14570,S 5 FT LT 1 PL 13405,,2054-002,Multiple Facilities,E1986-0257,Municipal Right of Way,Registered,1.524,1961
14571,PTN LT 1 PL LMP11399,BCP582,4899-407,Multiple Facilities,E2001-0046,Municipal Right of Way,Registered,0,2002
14572,PTN DL 164 GP2 NWD,BCP8734,4802-401,Multiple Facilities,E2003-0049,Municipal Right of Way,Registered,VAR,2003
14573,PTN LT A BL41014 (NW2192),63477,7881-487,Multiple Facilities,E1981-0422,Municipal Right of Way,Registered,3,1983
14574,PTN LT 3 PL 1809,BCP15689,7803-0158,Multiple Facilities,E2005-0051,Municipal Right of Way,Registered,0.5,2005
14575,PTN LT 2 PL 10483 (PL 48794),48656,2906,Multiple Facilities,E1975-0321,Municipal Right of Way,Registered,3.658,1975
14576,PTN LT 28 PL 30343 (LT 52 & 53 PL 63160),61610,A309,Multiple Facilities,E1981-0121,Municipal Right of Way,Registered,0,1981
14577,N 5 FT LT 3 PL 17142 (LT A PL 67008),49779,4062,Public Access,E1976-0065,Municipal Right of Way,Registered,1.524,1976
14578,PTN LT 1 PL 9873 (GVS & DD),42857,2054-002,Sanitary,E1986-1133,Municipal Right of Way,Registered,4.572,1973
14579,PTN L 2 PL4789,LMP18412,5350-001,Public Access,E1993-0073,Municipal Right of Way,Registered,VAR,2004
14580,PTN LT 1 PL LMP14427 (LT B PL LMP19660),LMP14428,7891-0534,Public Access,E1993-0493,Municipal Right of Way,Registered,9,1994
14581,PTN LT 6 PL 8239 ( LT 55 & 56 PL 77948 ),77437,7886-5120,Multiple Facilities,E1988-0118,Municipal Right of Way,Registered,5,1988
14582,PTN N 145 FT LT 6 PL2163 (LT 440 PL63042,62783,A531,Drainage,E1981-0307,Municipal Right of Way,Registered,3,1981
14583,E 1.83m LOT 340 PLAN 66926,,5350-001,Drainage,E1984-0270,Municipal Right of Way,Registered,1.83,1985
14584,"PTN REM 18 PL5980(LTS 43-45, 51 LMP2969)",87621,7889-0176,Multiple Facilities,E1990-0665,Municipal Right of Way,Registered,5,1991
14585,,334072C,,BC Hydro,N/A,Utility Right of Way,,,
14586,PTN S 1/2 LT 23 PL 2449 (PL 81342),79589,7887-5500,Drainage,E1988-0592,Municipal Right of Way,Registered,3,1989
14587,PTN LT 8 BLK I PL 469,53002,4515,Sanitary,E1977-0606,Municipal Right of Way,Registered,1.524,1977
14588,PTN LT A PL 61834,EC24-331,7801-0220,Public Access,E2003-0020,Municipal Right of Way,Registered,2,2003
14589,PTN LT 1 PL LMP24332 (LMP29525),LMP26343,7894-0225,Water,E1995-0288,Municipal Right of Way,Registered,0,1996
14590,PTN LT 27 BLK 5 PL 1755,53133,4515,Sanitary,E1977-0787,Municipal Right of Way,Registered,2.134,1977
14591,PTN LT 116 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0338,Municipal Right of Way,Registered,0.5,2002
14592,PTN LT 87 PL 42258,,2242,Drainage,E1972-0217,Municipal Right of Way,Registered,6.1,1975
14593,PTN LT 308 PL 52561,51922,A-475,Multiple Facilities,E1991-0004,Municipal Right of Way,Registered,0,1977
14594,PTN LT 136 PL 67522,67820,7881-121,Sanitary,E1984-0115,Municipal Right of Way,Registered,1,1984
14595,PTN LT 2 PL LMPBCP1093,BCP1095,7801-0117,Sanitary,E2001-0273,Municipal Right of Way,Registered,5,2002
14596,PTN LT 8 PL 2563,BCP11123,7803-0135,Multiple Facilities,E2004-0202,Municipal Right of Way,Partial Release,0,2004
14597,PTN LT 13 PL 70773 (GVWD),51033,2054-002,Water,E1986-1259,Municipal Right of Way,Registered,6.096,1977
14598,PTN Rem LT 124 PL 48748,47238,5350-001,Water,E1987-0459,Municipal Right of Way,Registered,3.048,1987
14599,PTN LT E PL 68607 (G.V.W.D.),51033,2054-002,Water,E1986-0085,Municipal Right of Way,Registered,6.096,1977
14600,PTN LT 39 PL 35618 (PL 62157),61360,A366,Drainage,E1981-0059,Municipal Right of Way,Registered,3,1981
14601,PTN LT 47 PL 29395,74711,4787-757,Multiple Facilities,E1987-0420,Municipal Right of Way,Registered,4,1994
14602,W 8 FT & N & S 5 FT LT 15 BLK15 PL 15423,,2054-002,Multiple Facilities,E1986-0799,Municipal Right of Way,Registered,0,1955
14603,PTN LT 1 PL 9729,BCP11932,7803-0335,Drainage,E2004-0279,Municipal Right of Way,Registered,0,204
14604,PTN LT 13 BLK N PL 469,52944,4515,Sanitary,E1977-0504,Municipal Right of Way,Registered,1.524,1977
14605,N 10.058m LT 50 PL 28437 (LT 1 RP74234),74259,5350-001,Public Access,E1987-0086,Municipal Right of Way,Registered,10.058,1987
14606,PTN LT 11 PL 1183 (LT 502 PL 67534),67296,7883-331,Emergency,E1984-0014,Municipal Right of Way,Registered,0,1984
14607,PTN LT 100 PL 44167 (GVS & DD),39529,2054-002,Sanitary,E1986-1248,Municipal Right of Way,Registered,4.572,1972
14608,PTN LT C RP 3640 (LT E PL 26357E),54143,4469,Sanitary,E1977-0038,Municipal Right of Way,Registered,0,1978
14609,PTN LT 73 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0312,Municipal Right of Way,Registered,0.5,2002
14610,"PTN LT 148 PL 61084 (LTS 11,14 LMP2376)",LMP1757,7889-0518,Drainage,E1991-0317,Municipal Right of Way,Registered,3,1991
14611,PTN LT 5 - 8 PL 12385 ( LT 1 LMP40830 ),LMP41202,7898-0282,Multiple Facilities,E1999-0117,Municipal Right of Way,Registered,1.942,1999
14612,PTN LT Q EP10598 (LT 17 PL 83822),82240,7888-0021,Drainage,E1989-0392,Municipal Right of Way,Registered,3,1989
14613,PTN LT B PL 18258,45548,3493,Multiple Facilities,E1974-0019,Municipal Right of Way,Registered,0,1975
14614,PTN LT 28 PL 50999 (PL BCP7297),BCP5243,7801-0054,Multiple Facilities,E2003-0163,Municipal Right of Way,Registered,1,2003
14615,PTN LT 1 PL LMP41727,LMP41837,7898-0056,Public Access,E1999-0223,Municipal Right of Way,Registered,0.942,1999
14616,PTN LT A PL RP5419,LMP53693,7801-0225,Drainage,E2002-0221,Municipal Right of Way,Registered,0.5,2002
14617,PTN LT 3 PL 3636,LMP53647,7801-0235,Sanitary,E2002-0206,Municipal Right of Way,Registered,5,2002
14618,PTN LT 40 PL 75652,65707,5350-001,Sanitary,E1988-0579,Municipal Right of Way,Registered,3,1990
14619,PTN W PTN LT9 BLK1 PL1698 (LT E RP60083),57132,4068,Drainage,E1975-0082,Municipal Right of Way,Registered,20.117,1977
14620,PTN LT 14 PL 79718,80681,7887-3891,Drainage,E1989-0028,Municipal Right of Way,Registered,3,1989
14621,PTN LT 176 PL 57217 (GVS & DD),39423,2054-002,Sanitary,E1986-1101,Municipal Right of Way,Registered,0,1971
14622,PTN LT 42 PL BCP 14927,BCP18678,7802-0358,Multiple Facilities,E2004-0482,Municipal Right of Way,Registered,0.5,2005
14623,PTN LT 19 PL 10489 (LT F PL 82203),79197,7887-5990,Multiple Facilities,E1988-0536,Municipal Right of Way,Registered,0,1988
14624,PTN PL NW2209,LMP43805,5350-001,Public Access,E1998-0044,Municipal Right of Way,Registered,1,1999
14625,PTN LT 55 PL 31498 (LT 5 PL LMP10472),LMP7198,7890-0047,Public Access,E1992-0487,Municipal Right of Way,Registered,0,1993
14626,PTN LT 4 PL 16435,46027,3516,Sanitary,E1974-0221,Municipal Right of Way,Registered,2.438,1974
14627,,315490C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
14628,PTN W 66 FT S 1/2 SE 1/4(PL86918)(GVS&DD,50808,2054-002,Water,E1986-1060,Municipal Right of Way,Registered,0,1977
14629,PTN LT 7 PL 8239 (GVS & DD) (PL 77948),51425,4227,Sanitary,E1976-0044,Municipal Right of Way,Registered,6.096,1977
14630,PTN LOT 3 PL 3270 (LOT 315 PLAN 51676),50447,4410,Multiple Facilities,E1976-0226,Municipal Right of Way,Registered,3.048,1976
14631,,285452C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
14632,PTN (4 FT WIDE) LT 7 BLK D PL 16043,16089,2054-002,Multiple Facilities,E1986-0637,Municipal Right of Way,Registered,1.219,1955
14633,PTN LT 34 PL 39634 (LTS 1 - 2 PL LMP205),85911,7889-0243,Sanitary,E1990-0363,Municipal Right of Way,Registered,0.5,1990
14634,PTN LT 16 PL 14218,LMP41967,1798-058,Public Access,E1999-0050,Municipal Right of Way,Registered,0.9,1999
14635,PTN PCL A L 10 PL5364,36755,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1970
14636,PTN S 1/2 LT 7 PL 625 (LT 45 PL 40745),40590,2549,Multiple Facilities,E1971-0271,Municipal Right of Way,Registered,3.048,1972
14637,PTN N 480 FT LT 5 PL 7147,LMP53736,7800-0065,Multiple Facilities,E2002-0402,Municipal Right of Way,Registered,0,2002
14638,PTN LT 12 PL 2611,BCP12328,7803-0183,Multiple Facilities,E2004-0401,Municipal Right of Way,Registered,0.5,2004
14639,PTN LT A PL 69617 (LT 52 PL 69619),69618,7883-077,Emergency,E1985-0127,Municipal Right of Way,Registered,0,1985
14640,PTN 10 FT WIDE LT 3 PL 1171 (PL 40633),40389,,Drainage,E1971-0177,Municipal Right of Way,Registered,3.048,1971
14641,PTN LT 24 PL 31737,BCP11482,7803-0184,Multiple Facilities,E2004-0250,Municipal Right of Way,Registered,1,2004
14642,PTN LT 50 PL 2163,86143,7888-0475,Public Access,E1990-0465,Municipal Right of Way,Registered,0,1990
14643,PTN LT 2 BK B PL2714 (LT 3,71604,7882-0140,Multiple Facilities,E1986-0583,Municipal Right of Way,Registered,3,1986
14644,PTN NW2437,71129,7882-077,Emergency,E1988-0386,Municipal Right of Way,Registered,6.706,1989
14645,PTN LT 10 PL 34270 (LT 71 PL 81046),80022,7887-6340,Multiple Facilities,E1988-0641,Municipal Right of Way,Registered,3.5,1989
14646,PTN LT 33 PL 39914,BCP2926,7802-0117,Drainage,E2002-0543,Municipal Right of Way,Registered,4,2003
14647,,345858C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
14648,PTN LT 15 PL 83263,EPP67834,4715-5110,Sanitary,E2016-0336,Municipal Right of Way,Registered,VAR,2016
14649,PTN LT K RP13089 (LT 145-146 PL 58949),58554,A034,Public Access,E1980-0055,Municipal Right of Way,Registered,6.1,1980
14650,PTN PCL B LT 5 PL 4395,LMP44390,7897-0335,Public Access,E2000-0001,Municipal Right of Way,Registered,4,2000
14651,PTN LT 4 PL 4218 (PL LMP18992),LMP16166,7893-0342,Water,E1994-0118,Municipal Right of Way,Registered,3,1994
14652,PTN LT 2 PL 2378 (LT 1 PL LMP36247),LMP34457,7895-0099,Public Access,E1997-0233,Municipal Right of Way,Registered,0,1997
14653,PTN SW 1/4 SEC 17 TP 8,12684,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1952
14654,PTN LT 5 PL 19749,LMP43904,4899-053,Multiple Facilities,E1999-0217,Municipal Right of Way,Registered,VAR,2000
14655,PTN LT 31 PL 44254,EC-077-321,4809-502,Drainage,E2011-0030,Municipal Right of Way,Registered,7.0,2011
14656,PTN LT A PL 14115,LMP43903,4899-053,Multiple Facilities,E1999-0113,Municipal Right of Way,Registered,VAR,1999
14657,PTN LT 3 PL 7546,LMP43903,4899-053,Multiple Facilities,E1999-0114,Municipal Right of Way,Registered,VAR,1999
14658,PTN LT 2 PL 7546,LMP43903,4899-053,Multiple Facilities,E1999-0115,Municipal Right of Way,Registered,VAR,1999
14659,PTN LT 4 PL 19749,LMP43904,4899-053,Multiple Facilities,E1999-0216,Municipal Right of Way,Registered,VAR,2000
14660,PTN LT 2 PL LMP38539,BCP48244,7808-0052-00,Drainage,E2011-0257,Municipal Right of Way,Registered,VAR,2011
14661,PTN LT 3 PL LMP38539,BCP48244,7808-0052-00,Drainage,E2011-0258,Municipal Right of Way,Registered,5.0,2011
14662,PTN E 2 FT REM 1 PL 4112 (LT 1 PL 87518),,2054-002,Water,E1986-1352,Municipal Right of Way,Registered,0.61,1949
14663,PTN LTS 1-10 PL EC-073-480,BCP47982,7804-0038-00,Unknown,E2011-0027,Municipal Right of Way,Registered,10,2011
14664,PTN LT 1 PL BCP35159,BCP48761,7810-0258-00,Passage,E2011-0282,Municipal Right of Way,Registered,3.0,2011
14665,PTN LT 6 PL 1360,BCP47386,7810-0066-00,Multiple Facilities,E2011-0059,Municipal Right of Way,Registered,4.95,2011
14666,PTN REM A EP 14505,LMP45369,1799-324,Public Access,E1999-0367,Municipal Right of Way,Registered,0,2000
14667,PTN LT 30 PL 31879 (LT 1 PL LMP18069),LMP14843,7893-0107,Drainage,E1994-0034,Municipal Right of Way,Registered,3,1994
14668,PTN N 1/2 A PL 8292 (LT 1 LMP52739),52946,4515,Sanitary,E1977-0555,Municipal Right of Way,Registered,1.524,1977
14669,PTN LT 5 BLK J PL 469,53002,4515,Sanitary,E1977-0615,Municipal Right of Way,Registered,1.524,1977
14670,PTN LT 5 PL 11294,52943,4515,Sanitary,E1977-0475,Municipal Right of Way,Registered,1.524,1977
14671,PTN LT 200 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0254,Municipal Right of Way,Registered,0.5,2003
14672,PTN LT 8 BLK 5 PL 1755,53131,4515,Sanitary,E1977-0770,Municipal Right of Way,Registered,2.134,1977
14673,PTN LT 21 PL 40687,52777,4515,Sanitary,E1977-0358,Municipal Right of Way,Registered,1.524,1977
14674,PTN LT C RP 7384 (GVS & DD),66990,2054-002,Sanitary,E1986-0908,Municipal Right of Way,Registered,6.096,1984
14675,PTN LT A PL LMP45533,LMP45533,1797-055,Multiple Facilities,E2000-0008,Municipal Right of Way,Registered,0,2000
14676,PTN LT 72 PL 73619,74196,7881-1281,Sanitary,E1987-0058,Municipal Right of Way,Registered,3,1987
14677,PTN LT 26 PL 69237,69638,7884-263,Public Access,E1985-0185,Municipal Right of Way,Registered,0,1985
14678,PTN (10 FT WIDE) LT 136 PL 38523,38866,2005,Multiple Facilities,E1970-0133,Municipal Right of Way,Registered,3.048,1971
14679,PTN LT 2 PL LMP21610,LMP47678,7800-0054,Multiple Facilities,E2000-0344,Municipal Right of Way,Registered,0.5,2000
14680,PTN LT A PL BCP11404,BCP11405,7803-0153-00,Water,E2004-0114,Municipal Right of Way,Registered,3,2004
14681,PTN LT 1 PL 78946 (LTA A PL LMP34817),LMP33292,7896-0286,Drainage,E1997-0224,Municipal Right of Way,Registered,6,1997
14682,PTN LT 14 PL 3981,BCP15935,7803-0054,Multiple Facilities,E2005-0086,Municipal Right of Way,Registered,0,2005
14683,PTN N 1/2 LT 4 PL863 (LT 128-132 PL54388,52881,9139,Drainage,E1977-1048,Municipal Right of Way,Registered,3.048,1977
14684,PTN N 2 FT LT 28 BLK 6 PL 529A,,3521,Sanitary,E1974-0179,Municipal Right of Way,Registered,0.61,1974
14685,PTN N 10 FT LT 79 BLK 8 PL 529A,,2789,Sanitary,E1971-0241,Municipal Right of Way,Registered,3.048,1972
14686,PTN LT 25 PL 46638,BCP14013,7804-0089,Multiple Facilities,E2004-0463,Municipal Right of Way,Registered,1,2005
14687,PTN LT 29 PL LMP2570,LMP4249,7887-5890,Road,E1992-0238,Municipal Right of Way,Registered,3,1992
14688,PTN LT B EP12633 (LTS 1 & 21 PL 84610),84069,7888-0323,Sanitary,E1990-0030,Municipal Right of Way,Registered,3,1990
14689,PTN LT 60 PL 63823,BCP12326,7803-0350,Multiple Facilities,E2004-0393,Municipal Right of Way,Registered,0,2004
14690,PTN LT 39 PL 70605 (PL 76071 & PL 79113),75713,7886-2250,Drainage,E1987-0402,Municipal Right of Way,Registered,3,1987
14691,PTN LT 5 PL 2724,52780,4515,Sanitary,E1977-0329,Municipal Right of Way,Registered,1.524,1977
14692,PTN (3m WIDE) LT 252 PL 56061,63576,A428,Drainage,E1981-0338,Municipal Right of Way,Registered,3,1981
14693,PTN LT B PL BCP288 (LT 14 PL BCP936),BCP289,7800-0352,Multiple Facilities,E2002-0419,Municipal Right of Way,Registered,0.5,2002
14694,PTN LT 3 PL LMP13965,LMP13966,7891-0226,Public Access,E1993-0475,Municipal Right of Way,Registered,VAR,1994
14695,PTN LT B RP10707 (PL LMP54581),LMP53745,7898-0245,Multiple Facilities,E2002-0167,Municipal Right of Way,Registered,0.5,2002
14696,PTN W 10 FT LT 39 PL 514,,3518,Sanitary,E1974-0247,Municipal Right of Way,Registered,3.048,1974
14697,PTN LT B PL 70495 (LT 68-71 PL 71982),71071,7885-406,Multiple Facilities,E1986-0366,Municipal Right of Way,Registered,4.5,1986
14698,PTN LT 42 PL 53576 (LT A PL 76734),76994,1722-609,Multiple Facilities,E1987-0031,Municipal Right of Way,Registered,0,1988
14699,PTN E 5 FT LT 7 BLK R PL 469,,4515,Sanitary,E1977-1158,Municipal Right of Way,Registered,1.524,1978
14700,PTN W 10 FT LT 110 BLK 4 PL 529A,,2785,Sanitary,E1971-0109,Municipal Right of Way,Registered,3.048,1972
14701,PTN LT 25 PL 46760 (LT 11 PL 75066),74594,7886-6840,Multiple Facilities,E1987-0139,Municipal Right of Way,Registered,4.5,1987
14702,PTN Rem H RP494 (LTS 2 & 3 PL LMP4869),82878,4887-781,Drainage,E1988-0045,Municipal Right of Way,Registered,15,1989
14703,PTN LT 7 PL 86402 (LT A PL LMP871),87339,7888-0566,Drainage,E1990-0626,Municipal Right of Way,Registered,3,1990
14704,PTN LT 32 PL 79709,79710,7887-5230,Drainage,E1988-0518,Municipal Right of Way,Registered,6.45,1988
14705,PTN LT 74 PL 65923 (LT 128 PL 68798),67112,7883-173,Water,E1983-0272,Municipal Right of Way,Registered,3,1983
14706,,302616C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
14707,PTN LT 177 PL 66515 (PL 69602/71704),69356,7884-188,Multiple Facilities,E1985-0092,Municipal Right of Way,Registered,4,1986
14708,PTN LT G RP6297 (LMP53335),LMP27857,7891-0415,Sanitary,E1996-0084,Municipal Right of Way,Registered,0,1996
14709,,B275969,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
14710,PTN LT 35 PL 66700 (LT 12 LMP29186),LMP27410,7894-0183,Multiple Facilities,E1996-0068,Municipal Right of Way,Registered,5,1996
14711,PTN Pcl A EP9808,86248,7883-3530,Public Access,E1990-0502,Municipal Right of Way,Registered,0,1990
14712,PTN LT 1 PL BCP10892,BCP10894,7802-0233-00,Sanitary,E2003-0471,Municipal Right of Way,Registered,1.0,2004
14713,PTN LT A PL 61344 (LT 151 PL 61345),60974,A352,Multiple Facilities,E1981-0007,Municipal Right of Way,Registered,3,1981
14714,PTN LT 188 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0272,Municipal Right of Way,Registered,0.5,2003
14715,PTN LT 13 SEC 23 TP2 PL 11390,LMP46461,4899-001,Public Access,E2000-0128,Municipal Right of Way,Registered,6,2000
14716,PTN LT 3 PL BCP28679,BCP29987,7805-0126-03,Multiple Facilities,E2007-0587,Municipal Right of Way,Registered,0.5,2007
14717,PTN LT 1 PL 86220 (LT 17 PL LMP9201),LMP7146,7891-0182,Public Access,E1992-0462,Municipal Right of Way,Registered,3,1993
14718,PTN PCL N PL 12368,86059,7889-0377,Drainage,E1990-0444,Municipal Right of Way,Partial Release,VAR,1990
14719,PTN E 1/2 E 1/2 SEC 35,53639,5350-001,Sanitary,E1983-0352,Municipal Right of Way,Partial Release,6.096,1984
14720,PTN LT B PL LMP46358,BCP26,7801-0331,Passage,E2002-0412,Municipal Right of Way,Registered,3.5,2009
14721,PTN CP STRATA PL LMS00853,EC-051-270,7810-0282-00,Multiple Facilities,E2011-0045,Municipal Right of Way,Registered,4.94,2011
14722,PTN LT 18 PL 13330,28607,5400-60,Sanitary,E2007-1005,Municipal Right of Way,Registered,VAR,1965
14723,ALL OF REM LT 4 PL 8592,BLANKET SRW,7908-0309,Drainage,E2010-0044,Municipal Right of Way,Registered,80.47,2010
14724,PTN SEC 23 TP 2 NWD (BEAR CREEK),BCP04362,4899-001,Sanitary,E2001-0258,Municipal Right of Way,Registered,10,2003
14725,PTN LT 3 PL 86935,BCP41158,4801-605,Drainage,E2009-0065,Municipal Right of Way,Registered,VAR,2009
14726,PTN LT 16 PL 48828,EPP08493,7805-0313-00,Passage,E2010-0186,Municipal Right of Way,Registered,VAR,2010
14727,PTN LT 150 PL 45770,BCP48096,7811-0104-00,Passage,E2011-0218,Municipal Right of Way,Registered,1.0,2011
14728,PTN LT 5 PL18413,74217,7886-4990,Sanitary,E1987-0103,Municipal Right of Way,Registered,3.00,1987
14729,PTN SEC 1 B5N R2W NWD,73235,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,1986
14730,PTN LT 1 PL 32014,LMP27188,7895-0044,Sanitary,E1996-0038,Municipal Right of Way,Registered,VAR,1996
14731,PTN LT 29 PL 1360,BCP10223,7803-0065,Public Access,E2004-0098,Municipal Right of Way,Registered,0,2004
14732,PTN LT 3 PL 13073,EPP15214,3809-411,Traffic Control,E2010-0283,Municipal Right of Way,Registered,VAR,2011
14733,PTN LT 3 PL 13073,EPP15214,3809-411,Traffic Control,E2010-0244,Municipal Right of Way,Registered,VAR,2011
14734,PTN LT A PL 81954,83820,7887-5410,Sanitary,E1989-0527,Municipal Right of Way,Registered,3.00,1989
14735,PTN LT A PL 1435,EC-75-220,7806-0273,Multiple Facilities,E2007-0558,Municipal Right of Way,Registered,VAR,2007
14736,PTN LT 1 PL 8239 (LTS 11-15 PL LMP2923),LMP1693,7889-0298,Drainage,E1991-0309,Municipal Right of Way,Registered,5,1991
14737,E 3m LT 7 PL 68712,,7883-420,Drainage,E1984-0335,Municipal Right of Way,Registered,3,1985
14738,PTN S 5 FT LT 85 PL 36477,,2670,Sanitary,E1970-0112,Municipal Right of Way,Registered,1.524,1974
14739,PTN LT 11 PL 2015,LMP36678,7896-0093,Multiple Facilities,E1998-0029,Municipal Right of Way,Registered,6,1998
14740,PTN LT 5 PL 1962 (PL BCP13462),BCP12330,7803-0287,Multiple Facilities,E2004-0353,Municipal Right of Way,Registered,0.5,2004
14741,PTN LT 2 PL 2449 (LTS 1-2 PL LMP18281),LMP15553,7893-0155,Drainage,E1994-0069,Municipal Right of Way,Registered,3,1994
14742,PTN 2.Om LT 7 PL 17965,,4789-918,Sanitary,E1989-0453,Municipal Right of Way,Registered,2,1990
14743,PTN LT 6 EP22925,63065,A-527,Multiple Facilities,E1981-0381,Municipal Right of Way,Registered,0,1982
14744,PTN LT 54 PL 1151,LMP52877,4800-404,Multiple Facilities,E2001-0115,Municipal Right of Way,Initiated,0,2002
14745,PTN S 10 FT LT 175 PL 39399,39330,2054-002,Sanitary,E1986-1440,Municipal Right of Way,Registered,3.048,1971
14746,PTN LT A PL 13501 (LT 1 PL 86955),86252,7887-4830,Sanitary,E1990-0498,Municipal Right of Way,Initiated,3,
14747,PTN LT 32 PL 59506 (LT 6 PL 82903),81964,7887-5051,Drainage,E1989-0271,Municipal Right of Way,Registered,0,1989
14748,PTNS LOT 9 PLAN 8601 (PLAN 46247),44342,3445,Multiple Facilities,E1974-0285,Municipal Right of Way,Registered,3.048,1974
14749,PTN LT 19 PL 10489 (LT F PL 82203),79197,7887-5990,Public Access,E1988-0558,Municipal Right of Way,Registered,0,1988
14750,PTN S 1/2 LT 4 PL 863 (LT 79-86 PL43763),43645,3315,Multiple Facilities,E1973-0029,Municipal Right of Way,Registered,0,1973
14751,PTN LT 7 BLK 6 PL 18643,18845,2054-002,Sanitary,E1986-0486,Municipal Right of Way,Registered,1.524,1958
14752,PTN LT 43 PL 1062 (LT 13 PL 76848),73963,7886-4430,Multiple Facilities,E1987-0048,Municipal Right of Way,Registered,3,1987
14753,PTN LT 2 PL LMP21739,LMP21741,N/A,Public Access,E2000-0169,Municipal Right of Way,Registered,4.5,1995
14754,PTN LT 28 BK 6 PL 18643,18845,2054-002,Sanitary,E1986-0492,Municipal Right of Way,Registered,0,1958
14755,PTN LT 2 PL 23329 ( LT 1 LMP41497 ),LMP34010,7892-0495,Drainage,E1997-0198,Municipal Right of Way,Registered,0,1997
14756,PTN LT 10 PL 71059,75581,7885-1350,Public Access,E1987-0353,Municipal Right of Way,Registered,9,1988
14757,PTN E 5 FT LT 35 PL 16652,18255,2054-002,Sanitary,E1986-0379,Municipal Right of Way,Registered,1.529,1957
14758,PTN N 10 FT LT B EP10539,,2789,Sanitary,E1972-0045,Municipal Right of Way,Registered,3.048,1972
14759,PTN LTS 1 & 36  BCP 9093,BCP6071,7802-0261,Multiple Facilities,E2003-0373,Municipal Right of Way,Registered,0,2003
14760,PTN LT B RP10707 (PL LMP54581),LMP53745,7898-0245,Multiple Facilities,E2002-0166,Municipal Right of Way,Registered,0.5,2002
14761,"PTN LT 9 PL2378 (LT 31-32,49-50 PL78572)",78102,7887-4140,Multiple Facilities,E1988-0263,Municipal Right of Way,Registered,6,1988
14762,PTN LT 221 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0235,Municipal Right of Way,Registered,0.5,2003
14763,PTN LT 33 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0269,Municipal Right of Way,Registered,0.5,2002
14764,PTN L 3 PL14229,63849,D161,Drainage,E1982-0111,Municipal Right of Way,Registered,VAR,1982
14765,PTNS LOT 4 PLAN 7998 (PLAN 50277),49859,3867,Multiple Facilities,E1976-0088,Municipal Right of Way,Registered,0,1976
14766,PTN LT 26 PL 62063 (LMS1918),LMP14462,7892-0224,Public Access,E1994-0009,Municipal Right of Way,Registered,0,1994
14767,PTN LT 3 PL 7984 (GVS&DD),42940,5350-001,Sanitary,E1993-0187,Municipal Right of Way,Registered,4.572,1973
14768,PTN Rem 2 PL 6434 (LT 103 PL LMP1259),LMP182,7888-0034,Drainage,E1991-0135,Municipal Right of Way,Registered,0,1991
14769,PTN LT 3 PL 10040 (PLS 38826 & 80363),30944,,Sanitary,E065-0026,Municipal Right of Way,Registered,10.058,1967
14770,PTN N 10 FT LT 1 PL 11369,,3520,Sanitary,E1974-0312,Municipal Right of Way,Registered,3.048,1974
14771,PTN E 5 FT LT 105 PL 16940,,2054-002,Sanitary,E1986-0255,Municipal Right of Way,Registered,1.524,1956
14772,S 3m LT 34 PL 64309,70027,7880-426,Drainage,E1985-0258,Municipal Right of Way,Registered,3,1985
14773,PTN LT E RP8031 (RP75504 & LMS4354),74967,4887-740,Drainage,E1987-0268,Municipal Right of Way,Registered,3,1987
14774,PTN LT 28 PL 37223,37103,1668,Water,E1978-0414,Municipal Right of Way,Registered,0,1979
14775,PTN LT A PL LMP52543,LMP52544,7801-0163,Public Access,E2001-0299,Municipal Right of Way,Registered,2,2002
14776,PTN LT 6 PL 6364 (PLS LMP13971 & 79850),79139,7887-4120,Public Access,E1988-0498,Municipal Right of Way,Registered,0,1988
14777,PTN LT 12 PL 36832 (LT 21 PL LMP473),87317,7889-0164,Drainage,E1990-0566,Municipal Right of Way,Registered,3,1990
