,ARDSA_DITCH,CHANNEL_TYPE,CHANNEL_TYPE2,COMMENTS,CRE_DATE,DOWN_ELEVATION,ENABLED,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,MOD_DATE,NAME,OWNER,PROJECT_NO,SENSITIVITY,SLOPE,STATUS,UP_ELEVATION,YR
14197,,1,Ditch,,20030721,,1,1000783753,,405554,20100401,,Surrey,,C,0,In Service,,
14198,,1,Ditch,,20031121,,1,1000789777,,408123,20100406,,Surrey,,C,0,In Service,,
14199,,1,Ditch,,20060629,,1,1000789670,,408158,20120216,,Surrey,,C,0,In Service,,
14200,,1,Ditch,,20031205,,1,1000784296,,408471,20100406,,Surrey,,C,0,In Service,,
14201,,1,Ditch,,20061205,,1,1000784165,,408483,20140529,,Surrey,,C,0,In Service,,
14202,,1,Ditch,,20060629,,1,1000789682,,10002576,20140429,,Surrey,,C,0,In Service,,
14203,,1,Ditch,,20031205,,1,1000784403,,408451,20100406,,Surrey,,C,0,In Service,,
14204,,1,Ditch,,20130816,,1,1001609282,,1000784404,20130816,,Surrey,,C,0,In Service,,
14205,,1,Ditch,,20060814,,1,1000784280,,10004365,20111026,,Surrey,,C,0,In Service,,
14206,,1,Ditch,,20031209,,1,1000784222,,408558,20100406,,Surrey,,C,0,In Service,,
14207,,1,Ditch,,20060629,,1,1000784397,,408444,20100401,,Surrey,,C,0,In Service,,
14208,,1,Ditch,,20120522,,1,1001413481,,1000784424,20100406,,Surrey,,C,0,In Service,,
14209,,1,Ditch,,20031203,,1,1000784427,,408380,20100406,,Surrey,,C,0,In Service,,
14210,,1,Ditch,,20060629,,1,1000784255,,10001958,20100406,,Surrey,,C,0,In Service,,
14211,,1,Ditch,,20060629,,1,1000784430,,408384,20100406,,Surrey,,B,0,In Service,,
14212,,1,Ditch,,20060629,,1,1000784367,,408411,20100406,,Surrey,,C,0,In Service,,
14213,,1,Ditch,,20060629,,1,1000784439,,408393,20100406,,Surrey,,C,0,In Service,,
14214,,1,Ditch,,20060629,,1,1000784437,,408391,20100406,,Surrey,,C,0,In Service,,
14215,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772676,Final AB,383537,20120629,,Surrey,R-323,A,,In Service,,
14216,,1,Ditch,,20021205,,1,1000784160,,408454,20100406,,Surrey,FT,C,0,In Service,,
14217,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000784361,,408405,20120629,,Surrey,,B,0,In Service,,
14218,,1,Ditch,,20060629,,1,1000784376,,408420,20100401,,Surrey,,C,0,In Service,,
14219,,1,Ditch,,20020802,,1,1000772567,,383687,20100401,,Surrey,,C,,In Service,,
14220,,1,Ditch,,20140709,,1,1001755757,Final AB,1000772577,20140709,,Surrey,4516,C,,In Service,,
14221,,1,Ditch,,20020802,,1,1000772592,,383575,20110718,,Surrey,,C,,In Service,,
14222,,1,Ditch,,20020802,,1,1000772561,,383680,20100401,,Surrey,,C,,In Service,,
14223,,1,Ditch,Updated to SHIM 2009,20060629,0,1,1000772659,,15113,20120629,,Surrey,,A,0,In Service,0,
14224,,1,Ditch,,20020802,,1,1000772636,,383594,20100401,,Surrey,,C,,In Service,,
14225,,1,Ditch,,20161214,0.5,0,1001899871,EC,,20161214,,Surrey,7815-0199-00,A,0.15637837000000002,Proposed,0.7000000000000001,
14226,,1,Ditch,,20020802,,1,1000772564,Final AB,383684,20100406,,Surrey,R-573,C,,In Service,,
14227,,1,Ditch,Updated to SHIM 2009,20060629,0,1,1000772664,,15118,20120629,,Surrey,,A,0,In Service,0,
14228,,1,Ditch,,20000802,,1,1000772469,,383839,20100401,,Surrey,,C,0,In Service,,
14229,,1,Ditch,,20020802,,1,1000772612,,383613,20100401,,Surrey,,C,,In Service,,
14230,,1,Ditch,Updated to SHIM 2009,20051129,0,1,1000772493,,10005954,20120629,,Surrey,,AO,0,In Service,0,2006
14231,,1,Ditch,Updated to SHIM 2009,20051129,0,1,1000772498,,10005959,20140611,,Surrey,,B,0,In Service,0,
14232,,1,Ditch,"as per July 28, 2010 ERC",20100831,,1,1001171505,Final AB,,20120524,,Surrey,,C,,In Service,,
14233,,1,Ditch,Updated to SHIM 2009,20120524,,1,1001413763,,,20120629,,Surrey,,A,,In Service,,
14234,,1,Ditch,,20051129,0,1,1000772423,,10005966,20100406,,Surrey,,C,0,In Service,0,
14235,,1,Ditch,,20020802,,1,1000772445,,383757,20100401,,Surrey,,C,,In Service,,
14236,,1,Ditch,,20020802,,1,1000772446,,383759,20100401,,Surrey,,C,,In Service,,
14237,,1,Ditch,,20120227,1.1,1,1001404418,Final AB,1001404417,20120227,,Surrey,4810-3080-00,C,0,In Service,1.1,
14238,,1,Ditch,,20120227,1.04,1,1001404397,Final AB,1000781494,20120227,,Surrey,4810-3080-00,C,0.16337772,In Service,1.05,
14239,,1,Ditch,,20150401,,1,1001815303,Final AB,,20150401,,Provincial,,C,,In Service,,2014
14240,,1,Ditch,,20150401,,1,1001815349,Final AB,,20150407,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14241,,1,Ditch,,20040303,,1,1000781601,,10001348,20120524,,Surrey,,C,0,In Service,,
14242,,1,Ditch,,20040303,,1,1000781602,,10001349,20100401,,Surrey,,C,0,In Service,,
14243,,1,Ditch,,20140619,,1,1001753912,,1000780173,20100406,,Surrey,,C,0,In Service,,
14244,,1,Ditch,,20120523,0,1,1001413668,,1000772428,20140711,,Surrey,,A,0,In Service,0,
14245,,1,Ditch,,20020802,,1,1000772461,,383803,20120523,,Surrey,,UN,,In Service,,
14246,,1,Ditch,Updated to SHIM 2009,20051129,0,1,1000772460,Final AB,383801,20120629,,Surrey,7893-0309-00,A,0,In Service,0,
14247,,1,Ditch,,20070604,,1,1000825905,Final AB,,20120227,,Surrey,4515,C,,In Service,,2006
14248,,1,Ditch,,20070604,,1,1000825920,Final AB,,20100406,,Surrey,4515,C,,In Service,,2006
14249,,1,Ditch,,20040312,0.84,1,1000780166,Final AB,10001533,20100406,,Surrey,4898-3150-00,C,0.11,In Service,0.85,1998
14250,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772620,,383622,20140926,,Surrey,,A,,In Service,,
14251,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772632,,383638,20120629,,Surrey,,A,,In Service,,
14252,,1,Ditch,,20040312,0.89,1,1000780138,Final AB,10001505,20140619,,Surrey,4898-3150-00,C,0.1,In Service,0.9,1998
14253,,1,Ditch,,20040312,0.9,1,1000780147,Final AB,10001514,20100406,,Surrey,4898-3150-00,C,0.17,In Service,0.91,1998
14254,,1,Ditch,,20020802,,1,1000772629,,383633,20120523,,Surrey,C-3567-0001,A,,In Service,,1990
14255,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772628,Final AB,383632,20120629,,Surrey,R-573,A,,In Service,,
14256,,1,Ditch,Updated to SHIM 2009,20040303,,1,1000781580,,10001337,20120629,,Surrey,,AO,0,In Service,,
14257,,1,Ditch,Updated to SHIM 2009,20110511,,1,1001197472,Final AB,1000781497,20120629,,Surrey,4897-3270-00,AO,0,In Service,,
14258,,1,Ditch,,20150401,,1,1001815394,Final AB,,20150408,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14259,,1,Ditch,,20150408,,1,1001816148,Final AB,1001816146,20150408,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14260,,1,Ditch,,20150402,,1,1001815472,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14261,,1,Ditch,,20150402,,1,1001815473,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14262,,1,Ditch,,20020905,,1,1000775394,Final AB,399698,20100630,,Surrey,7892-0569-00,UN,,In Service,,
14263,,1,Ditch,,20020905,,1,1000775398,Final AB,399705,20100630,,Surrey,7892-0569-00,UN,,In Service,,
14264,,1,Ditch,,20020905,,1,1000775035,,399723,20100401,,Surrey,,C,,In Service,,
14265,,1,Ditch,,20100630,65.58,1,1001165914,Final AB,,20100705,,Surrey,Data Gap Pickup,UN,12.86991261,In Service,66.64,
14266,,1,Ditch,,20040902,0,1,1000789791,,10002970,20100708,,Surrey,,C,0,In Service,0,
14267,,1,Ditch,,20020905,,1,1000775890,,399735,20100401,,Surrey,,C,,In Service,,
14268,,1,Ditch,,20020905,,1,1000775388,,399689,20100401,,Surrey,,C,,In Service,,
14269,,1,Ditch,,20020905,,1,1000790071,,396850,20150724,,Surrey,,C,,In Service,,
14270,,1,Ditch,,20020905,,1,1000775949,,398301,20100401,,Surrey,,C,,In Service,,
14271,,1,Ditch,,20020905,,1,1000775932,,398277,20100401,,Surrey,,C,,In Service,,
14272,,1,Ditch,,20020905,,1,1000790043,,396806,20100401,,Surrey,,C,,In Service,,
14273,,0,Creek,,20040809,,1,1000789973,,10002778,20100406,,Surrey,,B,0,In Service,,
14274,,1,Ditch,,20131101,,1,1001717418,Final AB,1001717417,20131101,,Surrey,4810-3020-00,AO,,In Service,,
14275,,1,Ditch,,20020905,,1,1000790096,Final AB,396726,20131101,,Surrey,4810-3020-00,A,,In Service,,
14276,,1,Ditch,,20020905,,1,1000790073,,396853,20100401,,Surrey,,C,,In Service,,
14277,,1,Ditch,,20020905,,1,1000790033,,396793,20100401,,Surrey,,C,,In Service,,
14278,,2,River,,20060629,0,1,1000778480,,315117,20111013,Nicomekl River,Surrey,,A,0,In Service,0,
14279,,1,Ditch,,20020731,,1,1000785194,Final AB,379336,20100406,,Surrey,D-846,AO,,In Service,,
14280,,1,Ditch,,20020731,,1,1000785197,,379381,20100401,,Surrey,,AO,,In Service,,
14281,,1,Ditch,,20020731,,1,1000785193,,379341,20100401,,Surrey,,AO,,In Service,,
14282,,1,Ditch,,20020919,,1,1000785202,,401597,20100406,,Surrey,,AO,0,In Service,,2002
14283,,1,Ditch,,20020731,,1,1000785200,,379493,20100401,,Surrey,,AO,,In Service,,
14284,,1,Ditch,,20060629,,1,1000775348,,379511,20100401,,Surrey,,AO,0,In Service,,2002
14285,,1,Ditch,,20020802,,1,1000787183,,383219,20100401,,Surrey,,AO,,In Service,,
14286,,1,Ditch,,20020731,,1,1000785210,Final AB,379308,20100406,,Surrey,3198,AO,,In Service,,
14287,,1,Ditch,,20020731,,0,1000785282,Final AB,379331,20120418,,Surrey,2394,C,,History,,
14288,,1,Ditch,,20030731,0,1,1000775303,,379523,20100401,,Surrey,,AO,0,In Service,0,
14289,,1,Ditch,,20020731,,1,1000775317,,379477,20100401,,Surrey,,AO,,In Service,,
14290,,1,Ditch,,20020731,,1,1000775314,,379402,20100401,,Surrey,,AO,,In Service,,
14291,,0,Creek,,20060629,0,1,1000775286,Final AB,293074,20100406,Peacock Brk,Surrey,D-835,A,0,In Service,0,
14292,,1,Ditch,,20070220,,1,1000819125,Final AB,,20120418,,Surrey,,AO,,In Service,,2006
14293,,1,Ditch,,20060629,0.6,1,1000775302,Final AB,10002711,20100406,,Surrey,4800-503-00,UN,0.98,In Service,0.86,2002
14294,,1,Ditch,,20020731,,1,1000775350,,379390,20100401,,Surrey,,AO,,In Service,,
14295,,1,Ditch,,20060629,,1,1000785379,,402396,20131128,,Surrey,,C,0,In Service,,
14296,,1,Ditch,,20030307,,1,1000771668,,403861,20100406,,Surrey,,C,0,In Service,,
14297,,1,Ditch,,20030307,,1,1000771667,,403860,20100406,,Surrey,,C,0,In Service,,
14298,,1,Ditch,,20060629,,1,1000790560,Final AB,393594,20100406,,Surrey,9148,UN,0,In Service,,
14299,,1,Ditch,,20030715,,1,1000782012,,405470,20100401,,Surrey,,C,0,In Service,,
14300,,1,Ditch,,20170810,,1,1001942880,,1000782014,20170810,,Surrey,,C,0,In Service,,
14301,,1,Ditch,,20091204,,1,1001142619,Final AB,1000782011,20120123,,Surrey,7888-0396-00,C,0,In Service,,
14302,,1,Ditch,,20060629,,1,1000790564,,405399,20100401,,Surrey,,C,0,In Service,,
14303,,1,Ditch,,20060629,,1,1000790568,,405404,20100401,,Surrey,,C,0,In Service,,
14304,,1,Ditch,,20060629,,1,1000790570,,405406,20100401,,Surrey,,C,0,In Service,,
14305,,1,Ditch,,20060629,,1,1000790575,,405411,20100401,,Surrey,,C,0,In Service,,
14306,,1,Ditch,,20030723,,1,1000783678,,405600,20100401,,Surrey,,B,0,In Service,,
14307,,1,Ditch,,20030723,,1,1000783773,,405577,20100406,,Surrey,,C,0,In Service,,
14308,,1,Ditch,,20030723,,1,1000783679,,405601,20100401,,Surrey,,B,0,In Service,,
14309,,0,Creek,Updated to SHIM 2007,20030101,,1,1000783726,Final AB,405527,20120529,Mahood (Bear) Crk,Surrey,7888-0019-00,A,0,In Service,,
14310,,1,Ditch,,20060629,,1,1000783667,,405587,20100401,,Surrey,,C,0,In Service,,
14311,,1,Ditch,,20060629,,1,1000783664,,405584,20100401,,Surrey,,C,0,In Service,,
14312,,1,Ditch,,20060629,,1,1000783666,,405586,20100401,,Surrey,,C,0,In Service,,
14313,,0,Creek,Updated to SHIM 2007,20030725,,1,1000783633,,405622,20120529,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
14314,,0,Creek,Updated to SHIM 2007,20030725,,1,1000783637,,405626,20120529,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
14315,,0,Creek,Updated to SHIM 2007,20120529,,1,1001414197,,1000783637,20120529,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
14316,,0,Creek,Updated to SHIM ERC 2011,20030728,,1,1000782030,Final AB,405642,20120620,Cruikshank Crk,Surrey,,A,0,In Service,,
14317,,1,Ditch,,20060629,,1,1000783747,,405548,20100406,,Surrey,,C,0,In Service,,
14318,,1,Ditch,,20060629,,1,1000783736,,405537,20100406,,Surrey,,C,0,In Service,,
14319,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000783631,,405619,20120619,,Surrey,,AO,0,In Service,,
14320,,1,Ditch,,20100726,,1,1001168454,,1000783713,20120213,,Surrey,,C,0,In Service,,
14321,,0,Creek,Updated to SHIM 2007,20030730,,1,1000783597,,405713,20120529,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
14322,,1,Ditch,,20031125,,1,1000789660,,408146,20120216,,Surrey,,C,0,In Service,,
14323,,1,Ditch,,20031125,,1,1000789667,,408153,20100401,,Surrey,,C,0,In Service,,
14324,,1,Ditch,,20031125,,1,1000789665,,408151,20100401,,Surrey,,C,0,In Service,,
14325,,1,Ditch,,20140707,,1,1001755556,Initial AB,,20140707,,Surrey,,C,,In Service,,
14326,,1,Ditch,,20060629,,1,1000784323,,408514,20111013,,Surrey,,C,0,In Service,,
14327,,1,Ditch,,20120320,,1,1001406005,,1000784333,20120320,,Surrey,,C,0,In Service,,
14328,,1,Ditch,,20031209,,1,1000784354,,408549,20101124,,Surrey,,C,0,In Service,,
14329,,0,Creek,Updated to SHIM 2009,20120517,63.1,1,1001413252,Final AB,1000784386,20131107,Robson Crk,Surrey,4801-6010-00,A,0.23705105,In Service,63.2,2010
14330,,1,Ditch,,20031209,,1,1000784352,,408547,20100406,,Surrey,,C,0,In Service,,
14331,,1,Ditch,,20060629,,1,1000784239,,408576,20150107,,Surrey,,C,0,In Service,,
14332,,1,Ditch,,20060629,,1,1000784238,,408575,20100406,,Surrey,,C,0,In Service,,
14333,,1,Ditch,,20060629,,1,1000784234,,408571,20140603,,Surrey,,C,0,In Service,,
14334,,1,Ditch,,20060629,,1,1000784236,,408573,20120227,,Surrey,,C,0,In Service,,
14335,,1,Ditch,,20031210,,1,1000789831,,408584,20140702,,Surrey,,C,0,In Service,,
14336,,1,Ditch,,20060629,,1,1000789836,,408591,20120228,,Surrey,,C,0,In Service,,
14337,,1,Ditch,,20031210,,1,1000789832,,408585,20140702,,Surrey,,C,0,In Service,,
14338,,1,Ditch,,20070111,,1,1000815975,,408589,20140702,,Surrey,,C,0,In Service,,
14339,,1,Ditch,,20040224,,1,1000771297,,10001042,20100401,,Surrey,,C,0,In Service,,
14340,,1,Ditch,,20031210,,1,1000789845,,408600,20100406,,Surrey,,C,0,In Service,,
14341,,1,Ditch,,20161108,,1,1001896268,,,20161108,,Surrey,,C,,In Service,,
14342,,1,Ditch,,20060629,,1,1000789724,,408611,20150105,,Surrey,,C,0,In Service,,
14343,,1,Ditch,,20140317,,1,1001734955,,1000789847,20140317,,Surrey,,C,0,In Service,,
14344,,1,Ditch,,20150908,,1,1001837385,,1000771279,20150904,,Surrey,,C,0,In Service,,
14345,,1,Ditch,,20040224,,1,1000771290,,10001035,20160414,,Surrey,,C,0,In Service,,
14346,,1,Ditch,,20040224,,1,1000771295,,10001040,20100401,,Surrey,,C,0,In Service,,
14347,,1,Ditch,,20040224,,1,1000771296,,10001041,20140623,,Surrey,,C,0,In Service,,
14348,,1,Ditch,,20040223,,1,1000770602,,10001022,20150909,,Surrey,,C,0,In Service,,
14349,,1,Ditch,,20040223,,1,1000771261,,10000980,20100401,,Surrey,,C,0,In Service,,
14350,,1,Ditch,,20051129,0,1,1000771103,,10001827,20120314,,Surrey,,C,0,In Service,0,
14351,,1,Ditch,,20040220,,1,1000771347,,10000921,20100507,,Surrey,,C,0,In Service,,
14352,,1,Ditch,,20070605,,1,1000826101,Final AB,,20140619,,Surrey,4515,C,,In Service,,2006
14353,,1,Ditch,Updated to SHIM 2009,20140709,,1,1001755691,,1000772547,20140709,,Surrey,4897-3260-00,A,0,In Service,,2001
14354,,1,Ditch,,20020731,,1,1000781628,Final AB,379034,20100406,,Surrey,4515,C,,In Service,,
14355,,1,Ditch,,20020731,,1,1000779653,Final AB,379036,20100406,,Surrey,4515,C,,In Service,,
14356,,1,Ditch,,20040311,0.79,1,1000781541,Final AB,10001470,20100406,,Surrey,4897-3090-00,C,0.09,In Service,0.8300000000000001,1997
14357,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772669,Final AB,383514,20120629,,Surrey,R-573,A,,In Service,,
14358,,1,Ditch,,20020731,,1,1000781635,,379065,20100401,,Surrey,,C,,In Service,,
14359,,1,Ditch,,20000731,,1,1000781630,Final AB,379048,20100406,,Surrey,4515,C,0,In Service,,
14360,,1,Ditch,,20000731,,1,1000780084,,10002167,20100406,,Surrey,,C,0,In Service,,
14361,,1,Ditch,,20000731,,1,1000780085,,10002168,20140617,,Surrey,,C,0,In Service,,
14362,,1,Ditch,,20120426,,1,1001410960,,1000773471,20120426,,Surrey,,C,0,In Service,,
14363,,1,Ditch,,20000227,,1,1000772396,,10001548,20100406,,Surrey,,C,0,In Service,,
14364,,1,Ditch,,20131211,,1,1001721447,,1001410959,20131211,,Surrey,,C,0,In Service,,
14365,,1,Ditch,,20040227,,1,1000773465,,10001257,20161202,,Surrey,,C,0,In Service,,
14366,,1,Ditch,,20120426,,1,1001410959,,1000773471,20131211,,Surrey,,C,0,In Service,,
14367,,1,Ditch,,20040220,,1,1000771341,,10000915,20140130,,Surrey,,C,0,In Service,,
14368,,1,Ditch,,20040220,,1,1000771344,,10000918,20140130,,Surrey,,C,0,In Service,,
14369,,1,Ditch,,20150402,,1,1001815470,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14370,,1,Ditch,,20040305,,1,1000781508,,10001423,20100401,,Surrey,,C,0,In Service,,
14371,,1,Ditch,,20150402,,1,1001815468,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14372,,0,Creek,,20040304,,1,1000781501,,10001402,20110510,,Surrey,,A,0,In Service,,
14373,,1,Ditch,,20150402,,1,1001815466,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14374,,1,Ditch,,20040311,0.43,1,1000780112,Final AB,10001478,20140619,,Surrey,4897-3090-00,C,0.06,In Service,0.44,1997
14375,,1,Ditch,,20040311,0.4,1,1000780113,Final AB,10001479,20140619,,Surrey,4897-3090-00,C,0.12,In Service,0.42,1997
14376,,1,Ditch,,20040311,0.46,1,1000780111,Final AB,10001477,20140619,,Surrey,4897-3090-00,C,0.11,In Service,0.49,1997
14377,,1,Ditch,,20150402,,1,1001815477,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14378,,1,Ditch,,20150402,1.06,1,1001815478,Final AB,1000780124,20150430,,Surrey,4897-3090-00,C,0.26,In Service,1.12,1997
14379,,1,Ditch,,20150407,,1,1001816053,,1000780073,20150407,,Surrey,,C,0,In Service,,
14380,,1,Ditch,,20040311,0.1,1,1000780120,Final AB,10001486,20100406,,Surrey,4897-3090-00,C,0.13,In Service,0.14,1997
14381,,1,Ditch,,20040609,,1,1000781623,Final AB,379019,20100406,,Surrey,4515,C,0,In Service,,
14382,,1,Ditch,,20150402,,1,1001815551,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14383,,2,River,,20051129,,1,1000781552,,10000542,20100406,Fraser River,Surrey,,A,0,In Service,,
14384,,1,Ditch,,20150402,,1,1001815557,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
14385,,1,Ditch,,20060629,-0.64,1,1000780045,Final AB,10001579,20100406,,Surrey,4897-3270-00,AO,0.21,In Service,-0.52,2001
14386,,1,Ditch,,20060629,,1,1000780075,,10002157,20140306,,Surrey,,AO,0,In Service,,
14387,,1,Ditch,,20040614,,1,1000780081,,10002163,20140617,,Surrey,,AO,0,In Service,,
14388,,2,River,,20051129,,1,1000776392,,10000510,20100406,Fraser River,Surrey,,A,0,In Service,,
14389,,1,Ditch,,20000227,,1,1000772385,Final AB,10001283,20140617,,Surrey,4897-327,AO,0,In Service,,
14390,,1,Ditch,,20150408,,1,1001816116,Final AB,,20150408,,Surrey,SFPR Seg. 6,C,,In Service,,2014
14391,,1,Ditch,,20060629,,1,1000773477,,10001273,20150501,,Surrey,,C,0,In Service,,
14392,,2,River,,20051129,,1,1000776395,,10000513,20100406,Fraser River,Surrey,,A,0,In Service,,
14393,,1,Ditch,,20020905,,1,1000789889,,399789,20100401,,Surrey,,C,,In Service,,
14394,,1,Ditch,,20000905,0,1,1000789862,Final AB,10002148,20100406,,Surrey,8706,C,0,In Service,0,
14395,,1,Ditch,,20020905,,1,1000789868,,399793,20100401,,Surrey,,B,,In Service,,
14396,,1,Ditch,,20020905,,1,1000789934,Final AB,399766,20100406,,Surrey,7887-3086,C,,In Service,,
14397,,1,Ditch,,20000905,,1,1000789818,Final AB,10003697,20100709,,Surrey,A-041,C,0,In Service,,
14398,,1,Ditch,,20040902,0,1,1000789807,,10002984,20100406,,Surrey,,C,0,In Service,0,
14399,,1,Ditch,,20020905,,1,1000789940,Final AB,399774,20100406,,Surrey,9126,UN,,In Service,,
14400,,1,Ditch,,20040914,,1,1000778228,,10003803,20100401,,Surrey,,C,0,In Service,,
14401,,1,Ditch,,20040914,,1,1000778227,,10003802,20100401,,Surrey,,C,0,In Service,,
14402,,1,Ditch,,20020905,,1,1000778263,,397015,20100401,,Surrey,,C,,In Service,,
14403,,1,Ditch,,20020905,,1,1000778262,,397014,20100401,,Surrey,,C,,In Service,,
14404,,1,Ditch,,20020905,,1,1000778273,,397025,20170328,,Surrey,,C,,In Service,,
14405,,1,Ditch,,20020905,,1,1000776064,,396983,20100401,,Surrey,,C,,In Service,,
14406,,1,Ditch,,20020905,,1,1000778258,,397009,20100401,,Surrey,,C,,In Service,,
14407,,0,Creek,,20060629,0,1,1000778492,,315133,20100401,,Surrey,,B,0,In Service,0,
14408,,1,Ditch,,20020905,,1,1000778120,,396969,20100401,,Surrey,,C,,In Service,,
14409,,1,Ditch,,20020905,,1,1000776058,,396978,20100401,,Surrey,,C,,In Service,,
14410,,1,Ditch,,20020905,,1,1000778124,,396974,20130530,,Surrey,,C,,In Service,,
14411,,1,Ditch,,20020802,,1,1000779540,,386132,20100401,,Surrey,,AO,,In Service,,
14412,,1,Ditch,,20020802,,1,1000779463,,386135,20100401,,Surrey,,AO,,In Service,,
14413,,1,Ditch,,20020802,,1,1000779688,,386037,20100401,,Surrey,,AO,,In Service,,
14414,,1,Ditch,,20020905,,1,1000778277,,397029,20111013,,Surrey,,AO,,In Service,,
14415,,1,Ditch,,20020802,,1,1000779689,,386038,20100401,,Surrey,,AO,,In Service,,
14416,,1,Ditch,,20020802,,1,1000779476,,386148,20100401,,Surrey,,AO,,In Service,,
14417,,1,Ditch,,20020905,,1,1000778106,,396949,20100401,,Surrey,,C,,In Service,,
14418,,1,Ditch,,20020905,,1,1000778210,,396955,20130531,,Surrey,,C,,In Service,,
14419,,1,Ditch,,20020802,,1,1000779525,,386105,20100401,,Surrey,,AO,,In Service,,
14420,,1,Ditch,,20020802,,1,1000779696,,386045,20100401,,Surrey,,AO,,In Service,,
14421,,1,Ditch,,20020802,,1,1000779705,,386054,20100401,,Surrey,,AO,,In Service,,
14422,,1,Ditch,,20020802,,1,1000779511,,386081,20100401,,Surrey,,AO,,In Service,,
14423,,1,Ditch,,20020802,,1,1000779512,,386082,20100401,,Surrey,,AO,,In Service,,
14424,,1,Ditch,,20020802,,1,1000779479,,386151,20100401,,Surrey,,AO,,In Service,,
14425,,1,Ditch,,20020802,,1,1000779707,,386056,20100401,,Surrey,,AO,,In Service,,
14426,,1,Ditch,,20020802,,1,1000786961,,383295,20100401,,Surrey,,AO,,In Service,,
14427,,1,Ditch,,20051124,0,1,1000775219,,10005514,20100406,,Surrey,,AO,0,In Service,0,
14428,,1,Ditch,,20020802,,1,1000775295,,388296,20100401,,Surrey,,AO,,In Service,,
14429,,1,Ditch,,20020802,,1,1000775361,,388292,20100401,,Surrey,,AO,,In Service,,
14430,,0,Creek,,20060629,0,1,1000775373,,293068,20100401,Peacock Brk,Surrey,,A,0,In Service,0,
14431,,1,Ditch,,20020802,,1,1000786952,,383277,20100401,,Surrey,,AO,,In Service,,
14432,,1,Ditch,,20020802,,1,1000787191,,383227,20100401,,Surrey,,AO,,In Service,,
14433,,1,Ditch,,20020802,,1,1000787202,,383240,20100401,,Surrey,,AO,,In Service,,
14434,,1,Ditch,,20020802,,1,1000775432,,388286,20100401,,Surrey,,AO,,In Service,,
14435,,0,Creek,,20060629,0,1,1000775430,Final AB,388284,20100406,Peacock Brk,Surrey,D-846,AO,0,In Service,0,
14436,,1,Ditch,,20020731,,1,1000775296,,379505,20100401,,Surrey,,C,,In Service,,
14437,,0,Creek,,20060629,0,1,1000775328,,293072,20100401,Peacock Brk,Surrey,,A,0,In Service,0,
14438,,1,Ditch,,20020731,,1,1000775412,Final AB,379449,20100406,,Surrey,D-846,AO,,In Service,,
14439,,1,Ditch,,20020731,,1,1000775426,Final AB,379512,20180817, ,Surrey,D-541,B,,In Service,,
14440,,1,Ditch,,20020731,,1,1000775336,Final AB,379437,20120418, ,Surrey,A239,AO,,In Service,,
14441,,1,Ditch,,20020731,,1,1000775342,,379459,20100401,,Surrey,,AO,,In Service,,
14442,,1,Ditch,,20020731,,1,1000775378,,379480,20100401,,Surrey,,A,,In Service,,
14443,,1,Ditch,,20020731,,1,1000775267,,379458,20100401,,Surrey,,AO,,In Service,,
14444,,1,Ditch,,20020731,,1,1000775306,Final AB,379428,20100406,,Surrey,D-846,AO,,In Service,,
14445,,1,Ditch,,20020731,,1,1000775273,,379483,20111128,,Private,,B,,In Service,,
14446,,1,Ditch,,20020731,,1,1000775268,,379465,20100401,,Surrey,,AO,,In Service,,
14447,,1,Ditch,,20020731,,1,1000775280,Final AB,379517,20180817,,Surrey,7887-4120,B,,In Service,,
14448,,1,Ditch,,20020731,,1,1000775283,Final AB,379473,20180817,,Surrey,7887-4120,B,,In Service,,
14449,,1,Ditch,,20020731,,1,1000775284,Final AB,379432,20180817,,Surrey,7887-4120,B,,In Service,,
14450,,1,Ditch,,20100930,82.99,1,1001174579,Final AB,,20100930,,Surrey,MOTH 71101-1004,C,0.9528849,In Service,83.21000000000001,2009
14451,,1,Ditch,,20060629,,1,1000780852,Final AB,402755,20100406,,Surrey,0278,C,0,In Service,,
