,TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
14311,433350,14622,76A AVE,,,49.141588,-122.816782
14312,433354,14660,76A AVE,,,49.141597,-122.815871
14313,433355,14656,76A AVE,,,49.141597,-122.816055
14314,433357,14650,76A AVE,,,49.141598,-122.816227
14315,433372,14736,72 AVE,,,49.133597,-122.813990
14316,433404,14690,76A AVE,,,49.141604,-122.815320
14317,433451,16530,60 AVE,,,49.111459,-122.764197
14318,433586,14320,72A AVE,,,49.134505,-122.825436
14319,433619,18966,68A AVE,,,49.127041,-122.696897
14320,433635,17168,64A AVE,,,49.119521,-122.746755
14321,433651,6862,192A ST,,,49.127434,-122.689252
14322,433946,12169,96 AVE,,,49.177320,-122.885645
14323,433978,6650,192 ST,,,49.124324,-122.690674
14324,433984,19495,66 AVE,,,49.123842,-122.683472
14325,433985,19408,66A AVE,,,49.124454,-122.685096
14326,433986,19403,66 AVE,,,49.123828,-122.685096
14327,433987,19498,66A AVE,,,49.124445,-122.683469
14328,433989,12431,74 AVE,,,49.137705,-122.878055
14329,433990,7781,127 ST,,,49.144283,-122.871049
14330,434846,6239,165 ST,,,49.115100,-122.765390
14331,435044,6608,195 ST,,,49.123932,-122.683217
14332,435095,18892,68A AVE,,,49.127006,-122.698785
14333,414064,8873,143A ST,,,49.164274,-122.824773
14334,414067,8997,144 ST,,,49.166488,-122.823749
14335,414068,8981,144 ST,,,49.166188,-122.823964
14336,414069,8820,141A ST,,,49.163162,-122.830775
14337,414071,8809,140A ST,,,49.163010,-122.833651
14338,414072,8818,140A ST,,,49.163165,-122.833330
14339,414074,8874,140A ST,,,49.164453,-122.833449
14340,414078,8876,143 ST,,,49.164357,-122.826254
14341,414081,14317,89A AVE,,,49.165821,-122.825764
14342,414082,14261,89A AVE,,,49.165784,-122.827493
14343,414083,8923,140A ST,,,49.164917,-122.833694
14344,410506,14340,67A AVE,,,49.125457,-122.825156
14345,410509,6716,140 ST,,,49.124606,-122.834125
14346,419485,15913,89A AVE,,,49.165654,-122.781373
14347,419486,15907,89A AVE,,,49.165654,-122.781591
14348,419488,13236,62A AVE,,,49.115984,-122.855611
14349,419489,6388,165 ST,,,49.118486,-122.764840
14350,419492,7477,149 ST,,,49.138951,-122.810425
14351,419493,14868,75 AVE,,,49.139231,-122.810710
14352,419496,18678,64 AVE,,,49.118749,-122.704864
14353,419499,13220,62A AVE,,,49.116004,-122.855876
14354,419502,15819,110 AVE,,,49.202562,-122.784153
14355,419503,8488,168 ST,,,49.156901,-122.756381
14356,419507,13533,62A AVE,,,49.116212,-122.847582
14357,419508,15092,69 AVE,,,49.128059,-122.804311
14358,419509,16983,86A AVE,,,49.160894,-122.751491
14359,419510,13227,62B AVE,,,49.116999,-122.855681
14360,419513,7432,148 ST,,,49.138014,-122.812023
14361,419515,14496,74 AVE,,,49.137231,-122.820837
14362,419516,10021,130 ST,,,49.185156,-122.861920
14363,419517,10018,130 ST,,,49.185164,-122.861699
14364,419521,7452,149 ST,,,49.138554,-122.810073
14365,419522,16861,81A AVE,,,49.150875,-122.754596
14366,419524,18626,64 AVE,,,49.118719,-122.706332
14367,419525,18698,64 AVE,,,49.118759,-122.704375
14368,419526,18710,64 AVE,,,49.118763,-122.704127
14369,419528,9097,141B ST,,,49.167967,-122.829466
14370,419533,7440,148 ST,,,49.138149,-122.812025
14371,419534,18670,64 AVE,,,49.118744,-122.705103
14372,419538,14495,77 AVE,,,49.143250,-122.820994
14373,419539,6296,132 ST,,,49.117116,-122.856322
14374,419540,15028,69A AVE,,,49.129083,-122.805692
14375,419541,15068,69 AVE,,,49.128120,-122.804907
14376,419544,16842,82 AVE,,,49.152112,-122.755452
14377,419546,12122,59 AVE,,,49.109486,-122.887095
14378,419549,15819,89A AVE,,,49.165665,-122.783996
14379,419553,16038,98B AVE,,,49.182133,-122.777914
14380,419558,6226,132 ST,,,49.115883,-122.856357
14381,419559,11076,158 ST,,,49.203481,-122.784133
14382,419560,15865,89A AVE,,,49.165659,-122.782766
14383,419564,6910,150B ST,,,49.128357,-122.804377
14384,419565,14467,78 AVE,,,49.144269,-122.821732
14385,419566,14479,78 AVE,,,49.144198,-122.821560
14386,419586,13789,63 AVE,,,49.117047,-122.840489
14387,419587,13797,63 AVE,,,49.117044,-122.840123
14388,419588,13793,63 AVE,,,49.117050,-122.840317
14389,419592,6358,166 ST,,,49.117711,-122.762239
14390,419597,16665,63A AVE,,,49.117303,-122.760734
14391,419598,14960,67 AVE,,,49.124270,-122.807746
14392,419602,16691,63 AVE,,,49.116629,-122.760273
14393,419609,16889,79 AVE,,,49.146048,-122.753689
14394,419611,14196,90 AVE,,,49.166653,-122.829400
14395,419612,14491,78 AVE,,,49.144100,-122.821085
14396,419613,15242,83B AVE,,,49.154531,-122.800115
14397,419614,6578,124A ST,,,49.122401,-122.877278
14398,419617,6570,124A ST,,,49.122265,-122.877288
14399,419618,8250,167A ST,,,49.152856,-122.757655
14400,419619,8251,167A ST,,,49.152847,-122.758018
14401,419620,15927,89A AVE,,,49.165649,-122.780910
14402,419624,6218,132 ST,,,49.115681,-122.856353
14403,419627,15881,89A AVE,,,49.165658,-122.782279
14404,419628,8259,167A ST,,,49.153001,-122.758027
14405,419629,8275,167A ST,,,49.153138,-122.758032
14406,419633,14487,78 AVE,,,49.144118,-122.821347
14407,419634,14730,80A AVE,,,49.150079,-122.813223
14408,419635,14734,80A AVE,,,49.149992,-122.813081
14409,419636,6295,167B ST,,,49.116323,-122.758088
14410,419641,15975,89A AVE,,,49.165772,-122.779966
14411,412156,7545,145A ST,,,49.139514,-122.819330
14412,412159,14635,72 AVE,,,49.133893,-122.816675
14413,412160,14532,75 AVE,,,49.138776,-122.819430
14414,412186,7662,144 ST,,,49.142254,-122.823155
14415,412187,7768,147A ST,,,49.144068,-122.813699
14416,412190,7638,144A ST,,,49.141996,-122.821829
14417,412191,7738,147A ST,,,49.143528,-122.813692
14418,412192,14526,78 AVE,,,49.144082,-122.820188
14419,412193,7720,147A ST,,,49.143259,-122.813693
14420,412201,7628,147A ST,,,49.141772,-122.813662
14421,412202,7653,145A ST,,,49.142089,-122.820228
14422,412206,7641,147A ST,,,49.142041,-122.814091
14423,412209,7693,147A ST,,,49.142850,-122.814109
14424,412210,7727,147A ST,,,49.143393,-122.814115
14425,412211,7745,147A ST,,,49.143661,-122.814118
14426,412213,14933,76 AVE,,,49.141230,-122.808667
14427,412214,7630,148 ST,,,49.141669,-122.812053
14428,412220,7876,155 ST,,,49.145931,-122.792648
14429,412226,7939,155A ST,,,49.146905,-122.791580
14430,412228,7901,155A ST,,,49.146409,-122.791523
14431,412229,15551,78A AVE,,,49.145652,-122.791560
14432,414743,9569,162 ST,,,49.176158,-122.773567
14433,414747,16233,93A AVE,,,49.172880,-122.772524
14434,362358,6866,123 ST,,,49.127804,-122.881758
14435,362921,12493,69 AVE,,,49.128420,-122.876949
14436,363293,12787,67A AVE,,,49.125030,-122.868129
14437,363308,12786,67A AVE,,,49.125030,-122.868129
14438,364834,7813,123 ST,,,49.145038,-122.881990
14439,366372,14242,72A AVE,,,49.135162,-122.827555
14440,366382,14194,72A AVE,,,49.134776,-122.829293
14441,374174,14388,84 AVE,,,49.155431,-122.823676
14442,374923,13316,84 AVE,,,49.155338,-122.853715
14443,375098,8778,129 ST,,,49.162183,-122.865164
14444,376616,9041,122B ST,,,49.167660,-122.883108
14445,376618,9061,122B ST,,,49.168049,-122.883117
14446,378101,13035,88 AVE,,,49.162730,-122.856790
14447,378856,9292,134 ST,,,49.171782,-122.851347
14448,378960,9497,134 ST,,,49.174993,-122.851569
14449,379885,9441,140 ST,,,49.174487,-122.834735
14450,380699,14692,90 AVE,,,49.166383,-122.815356
14451,383047,16201,94 AVE,,,49.173604,-122.773856
14452,385924,5895,182 ST,,,49.109474,-122.718433
14453,387668,5868,184 ST,,,49.109052,-122.712513
14454,388778,19509,63A AVE,,,49.118146,-122.682320
14455,389223,6474,194 ST,,,49.120221,-122.685233
14456,393042,15066,108 AVE,,,49.198650,-122.804398
14457,394257,13013,108 AVE,,,49.199059,-122.860521
14458,394803,10230,MICHEL PL,,,49.188932,-122.859012
14459,394951,10145,122 ST,,,49.186832,-122.884150
14460,398088,13114,64 AVE,,,49.118942,-122.859263
14461,398256,13719,62 AVE,,,49.115543,-122.841796
14462,398336,14440,60 AVE,,,49.111746,-122.822086
14463,401656,13116,STUART PL,,,49.170638,-122.858353
14464,401672,13123,95 AVE,,,49.175615,-122.858718
14465,401751,9414,132A ST,,,49.173682,-122.855332
14466,403460,19461,64 AVE,,,49.119183,-122.683676
14467,405577,15845,96 AVE,,,49.176992,-122.783373
14468,405603,12411,114 AVE,,,49.209949,-122.878198
14469,407733,16322,20 AVE,,,49.038250,-122.770434
14470,407944,1865,160 ST,,,49.035961,-122.779336
14471,410444,15376,72 AVE,,,49.133561,-122.796212
14472,410478,14488,72 AVE,,,49.133644,-122.820930
14473,410769,13362,68 AVE,,,49.126240,-122.852064
14474,411751,14191,72A AVE,,,49.134776,-122.829293
14475,413091,15191,86 AVE,,,49.159292,-122.801703
14476,413866,9163,132 ST,,,49.169195,-122.857014
14477,413964,13417,92 AVE,,,49.170091,-122.850593
14478,414779,16610,96 AVE,,,49.176889,-122.761894
14479,418818,10338,142 ST,,,49.190306,-122.828487
14480,419494,3358,164 ST,,,49.063192,-122.767857
14481,443984,19338,68 AVE,,,49.126283,-122.687578
14482,445049,19192,70 AVE,,,49.129942,-122.691049
14483,446515,6883,192A ST,,,49.127986,-122.689546
14484,446775,19358,68 AVE,,,49.126442,-122.683924
14485,447645,14543,60 AVE,,,49.111911,-122.818597
14486,406689,9966,121 ST,,,49.183846,-122.887179
14487,406691,12030,100 AVE,,,49.184227,-122.889308
14488,406692,9829,124 ST,,,49.181541,-122.879067
14489,406693,12290,97 AVE,,,49.178705,-122.882172
14490,406696,9920,123A ST,,,49.183042,-122.880265
14491,406697,12245,97A AVE,,,49.179929,-122.883336
14492,406699,9653,123 ST,,,49.178081,-122.882104
14493,406702,9632,123 ST,,,49.177609,-122.881665
14494,406705,12192,98A AVE,,,49.181537,-122.884782
14495,406706,12311,97 AVE,,,49.178982,-122.881463
14496,406707,12219,99 AVE,,,49.182731,-122.884058
14497,406708,12069,99 AVE,,,49.182739,-122.888210
14498,406710,9931,122 ST,,,49.183113,-122.884853
14499,406714,9667,120A ST,,,49.178327,-122.888993
14500,406716,12120,100 AVE,,,49.184245,-122.886551
14501,406717,12156,99 AVE,,,49.182412,-122.885945
14502,406721,9727,123 ST,,,49.179406,-122.882110
14503,406722,12140,98 AVE,,,49.180510,-122.886251
14504,406723,9680,121 ST,,,49.178511,-122.887179
14505,406724,9863,124 ST,,,49.182019,-122.879020
14506,406728,12254,99A AVE,,,49.183297,-122.883050
14507,406730,9630,121 ST,,,49.177672,-122.887180
14508,406732,12338,99 AVE,,,49.182397,-122.880770
14509,377612,9120,134 ST,,,49.168672,-122.851108
14510,377613,8922,134A ST,,,49.165022,-122.850327
14511,377616,13222,89 AVE,,,49.164385,-122.856342
14512,377618,8887,134A ST,,,49.164300,-122.850822
14513,377622,9125,SNOWDON PL,,,49.168419,-122.852810
14514,377623,9024,135A ST,,,49.166860,-122.846981
14515,377624,9171,134B ST,,,49.169310,-122.848979
14516,377627,8938,134A ST,,,49.165377,-122.850328
14517,377628,13298,89A AVE,,,49.165262,-122.854197
14518,377629,9030,135A ST,,,49.166999,-122.847014
14519,377630,13244,89 AVE,,,49.164392,-122.855759
14520,377632,13433,91 AVE,,,49.168341,-122.850509
14521,377634,13307,89 AVE,,,49.164701,-122.853946
14522,417373,14481,76 AVE,,,49.141152,-122.821499
14523,417374,6781,125 ST,,,49.126186,-122.876357
14524,417377,7270,149 ST,,,49.135042,-122.809935
14525,408233,15046,20 AVE,,,49.038195,-122.805357
14526,408331,14455,16A AVE,,,49.032232,-122.821658
14527,408387,1739,140A ST,,,49.033392,-122.833178
14528,408468,13608,20 AVE,,,49.038312,-122.845094
14529,408582,14040,24 AVE,,,49.045551,-122.833604
14530,408603,12835,19A AVE,,,49.037887,-122.866279
14531,408756,13378,22A AVE,,,49.043028,-122.851492
14532,408846,12520,23 AVE,,,49.043983,-122.875128
14533,408887,1952,127A ST,,,49.037614,-122.868763
14534,408892,12788,18 AVE,,,49.034607,-122.867904
14535,408895,1734,OCEAN PARK RD,,,49.033710,-122.873861
14536,408923,12503,24 AVE,,,49.045920,-122.875516
14537,408973,12627,24 AVE,,,49.045950,-122.872453
14538,408975,12391,SEACREST DR,,,49.047865,-122.879067
14539,409018,2822,130 ST,,,49.053518,-122.862143
14540,409027,13585,28 AVE,,,49.053208,-122.846107
14541,409058,2995,140 ST,,,49.056444,-122.834670
14542,409074,14066,30 AVE,,,49.056492,-122.831833
14543,409111,2624,140 ST,,,49.049574,-122.834134
14544,409198,3198,147 ST,,,49.059999,-122.814068
14545,409344,2977,152A ST,,,49.056073,-122.799903
14546,409349,2932,152A ST,,,49.055101,-122.799560
14547,409367,2421,164 ST,,,49.045940,-122.768371
14548,409369,16747,24 AVE,,,49.045837,-122.758483
14549,409379,16581,26 AVE,,,49.049478,-122.762960
14550,409395,3548,164A ST,,,49.066576,-122.766333
14551,409398,16366,MORGAN CREEK PL,,,49.065693,-122.771630
14552,409455,3598,ROSEMARY HEIGHTS CR,,,49.067211,-122.795518
14553,409543,3652,ELGIN RD,,,49.068681,-122.825112
14554,409565,2695,MCBRIDE AVE,,,49.051794,-122.883953
14555,409569,2935,MCBRIDE AVE,,,49.055688,-122.885705
14556,409584,2810,GORDON AVE,,,49.053507,-122.881431
14557,409697,14755,55 AVE,,,49.102534,-122.813486
14558,409747,12755,58A AVE,,,49.109610,-122.869158
14559,409748,5888,126A ST,,,49.109753,-122.871881
14560,409752,5822,126A ST,,,49.108808,-122.871675
14561,409777,12332,64 AVE,,,49.119089,-122.880970
14562,409836,6301,126 ST,,,49.117433,-122.873632
14563,409837,6205,128 ST,,,49.115553,-122.868096
14564,409842,6298,125A ST,,,49.117335,-122.874454
14565,409843,12482,60A AVE,,,49.112620,-122.877007
14566,409844,12560,64 AVE,,,49.119028,-122.874367
14567,409851,12676,61B AVE,,,49.114364,-122.871377
14568,409855,6315,126 ST,,,49.117545,-122.873639
14569,409860,12599,62B AVE,,,49.116836,-122.873694
14570,409862,6099,125A ST,,,49.113631,-122.875941
14571,409868,6332,125A ST,,,49.117785,-122.874492
14572,409869,6340,125A ST,,,49.117914,-122.874512
14573,409871,12763,62 AVE,,,49.115603,-122.869153
14574,409876,6377,125A ST,,,49.118253,-122.874907
14575,409880,6180,127 ST,,,49.114708,-122.870345
14576,409884,12447,63 AVE,,,49.117655,-122.877927
14577,409885,12572,62B AVE,,,49.116618,-122.874272
14578,409889,6343,126 ST,,,49.118109,-122.873660
14579,409898,5908,121 ST,,,49.109949,-122.888012
14580,409902,12320,57A AVE,,,49.107253,-122.882874
14581,409997,13520,60 AVE,,,49.111699,-122.847829
14582,409998,13386,58B AVE,,,49.109017,-122.851696
14583,410002,5938,132 ST,,,49.110746,-122.856427
14584,410007,13230,60 AVE,,,49.111728,-122.855569
14585,410012,13475,59B AVE,,,49.111188,-122.849133
14586,410016,5972,135A ST,,,49.111198,-122.846744
14587,410021,13468,59B AVE,,,49.110901,-122.849402
14588,410022,13515,58A AVE,,,49.108847,-122.848038
14589,410023,5870,135 ST,,,49.109425,-122.848159
14590,410057,12829,63B AVE,,,49.118383,-122.867056
14591,410058,12872,64 AVE,,,49.118943,-122.865845
14592,410063,12868,63A AVE,,,49.117465,-122.866081
14593,410064,12879,63A AVE,,,49.117755,-122.865835
14594,410065,6339,132 ST,,,49.117864,-122.856782
14595,410510,14352,67A AVE,,,49.125265,-122.824623
14596,410511,14366,67A AVE,,,49.125158,-122.824384
14597,410516,6476,141A ST,,,49.120952,-122.830672
14598,410517,14389,67A AVE,,,49.125293,-122.823740
14599,410520,6491,141A ST,,,49.121211,-122.830993
14600,410522,6530,141A ST,,,49.121702,-122.830657
14601,410524,14239,67 AVE,,,49.124846,-122.827738
14602,410526,14118,67 AVE,,,49.124770,-122.830933
14603,410527,14299,67 AVE,,,49.124401,-122.826197
14604,410528,14151,67 AVE,,,49.124990,-122.829814
14605,410529,6673,142A ST,,,49.124125,-122.827608
14606,410532,14257,64 AVE,,,49.119291,-122.827152
14607,410533,14060,66A AVE,,,49.123436,-122.832847
14608,410541,14319,66A AVE,,,49.123849,-122.825469
14609,410544,14386,66A AVE,,,49.123429,-122.823892
14610,410552,13768,HYLAND RD,,,49.126057,-122.840883
14611,410553,13793,67 AVE,,,49.124253,-122.840242
14612,410561,6451,140 ST,,,49.120002,-122.834558
14613,410565,6764,137 ST,,,49.125561,-122.842520
14614,410566,13930,68 AVE,,,49.126054,-122.836489
14615,410619,13825,66B AVE,,,49.124001,-122.839269
14616,410676,14315,71 AVE,,,49.131976,-122.825737
14617,410678,7133,144 ST,,,49.132382,-122.823598
14618,410681,14185,68 AVE,,,49.126361,-122.829357
14619,410683,7144,143A ST,,,49.132883,-122.824602
14620,410685,7140,143A ST,,,49.132803,-122.824530
14621,410686,7128,143A ST,,,49.132372,-122.824558
14622,410687,14271,70A AVE,,,49.131086,-122.826816
14623,410688,7122,143A ST,,,49.132225,-122.824557
14624,410690,14312,71A AVE,,,49.132609,-122.825744
14625,410691,7077,144 ST,,,49.131448,-122.823572
14626,410693,14227,70 AVE,,,49.130232,-122.827837
14627,410697,7148,140 ST,,,49.132636,-122.834252
14628,410698,14335,71A AVE,,,49.132888,-122.824937
14629,410699,14339,70A AVE,,,49.131146,-122.824959
14630,410700,6881,142A ST,,,49.127864,-122.827540
14631,410702,7031,143 ST,,,49.130533,-122.826290
14632,410703,14286,70A AVE,,,49.130802,-122.826435
14633,410709,6939,144 ST,,,49.128837,-122.823564
14634,410711,7112,140A ST,,,49.132097,-122.832897
14635,410712,14392,70A AVE,,,49.130832,-122.823715
14636,410714,14078,71 AVE,,,49.131385,-122.832318
14637,410716,7095,140A ST,,,49.131587,-122.833271
14638,410717,7149,140A ST,,,49.132584,-122.833275
14639,417691,6771,144B ST,,,49.125597,-122.821423
14640,417692,6739,145A ST,,,49.125020,-122.820061
14641,417693,6733,145A ST,,,49.124947,-122.819958
14642,417694,16845,81A AVE,,,49.150868,-122.755698
14643,417695,7422,148 ST,,,49.137745,-122.812020
14644,417696,7449,149 ST,,,49.138381,-122.810368
14645,417698,7358,131A ST,,,49.136697,-122.857797
14646,417701,12719,96 AVE,,,49.177316,-122.870233
14647,417703,6782,144B ST,,,49.125805,-122.821143
14648,417706,14878,74 AVE,,,49.137678,-122.810529
14649,417707,7408,148 ST,,,49.137474,-122.812017
14650,417708,15103,66A AVE,,,49.123655,-122.803846
14651,417709,6756,145A ST,,,49.125397,-122.819413
14652,417710,11025,165B ST,,,49.203225,-122.763382
14653,417711,6749,125 ST,,,49.125703,-122.876380
14654,417712,6790,144B ST,,,49.125929,-122.821143
14655,417713,16328,110 AVE,,,49.202345,-122.769398
14656,417720,11324,161 ST,,,49.207585,-122.777257
14657,417722,14481,74 AVE,,,49.137474,-122.821222
14658,417723,14880,73A AVE,,,49.136184,-122.810565
14659,417736,14180,90 AVE,,,49.166659,-122.830208
14660,417740,14176,90 AVE,,,49.166658,-122.830459
14661,417741,14838,74A AVE,,,49.138452,-122.811433
14662,417742,6768,145A ST,,,49.125634,-122.819413
14663,417743,14852,73B AVE,,,49.136924,-122.811077
14664,417744,6724,145A ST,,,49.124936,-122.819572
14665,417745,14487,67B AVE,,,49.125692,-122.820444
14666,417746,14703,59A AVE,,,49.111034,-122.814766
14667,417747,7448,144 ST,,,49.138186,-122.823138
14668,417748,6735,125 ST,,,49.125430,-122.876442
14669,417749,6741,125 ST,,,49.125582,-122.876415
14670,417754,11008,132 ST,,,49.202634,-122.856240
14671,417757,15438,110A AVE,,,49.203250,-122.794144
14672,417758,16326,113B AVE,,,49.209412,-122.772433
14673,417761,18984,69 AVE,,,49.128467,-122.696648
14674,417762,11152,132 ST,,,49.205378,-122.856214
14675,417764,12682,68 AVE,,,49.126489,-122.871241
14676,417765,14713,59A AVE,,,49.111031,-122.814497
14677,417767,14826,74A AVE,,,49.138452,-122.811673
14678,417768,12690,68 AVE,,,49.126480,-122.871011
14679,417776,17566,62 AVE,,,49.115259,-122.736359
14680,417780,12080,101 AVE,,,49.186291,-122.887756
14681,399610,7957,134 ST,,,49.147282,-122.851463
14682,399611,7895,132A ST,,,49.146236,-122.855736
14683,414752,9392,163 ST,,,49.173310,-122.770455
14684,414755,16216,93A AVE,,,49.172639,-122.772952
14685,414758,16189,95 AVE,,,49.175177,-122.773612
14686,414762,9447,160A ST,,,49.174493,-122.777746
14687,414767,9252,161 ST,,,49.170892,-122.776414
14688,414775,16156,96 AVE,,,49.176782,-122.774683
14689,414778,9245,163 ST,,,49.170793,-122.770870
14690,414786,13053,COULTHARD RD,,,49.101990,-122.861068
14691,414789,12520,52A AVE,,,49.097887,-122.875748
14692,414821,16911,0 AVE,,,49.111671,-122.753674
14693,414838,19353,16 AVE,,,49.032374,-122.687282
14694,414843,18074,20 AVE,,,49.038310,-122.722275
14695,414870,1665,176 ST,,,49.032493,-122.735440
14696,414878,17086,24 AVE,,,49.045503,-122.749238
14697,414897,16988,19 AVE,,,49.036262,-122.751967
14698,414955,18676,32 AVE,,,49.059831,-122.705505
14699,414974,17453,0 AVE,,,49.002264,-122.739497
14700,415011,17273,58 AVE,,,49.107999,-122.743975
14701,415042,5838,175 ST,,,49.108520,-122.737882
14702,415051,17161,57 AVE,,,49.106044,-122.747090
14703,415063,16935,JERSEY DR,,,49.110841,-122.753181
14704,415072,16850,58A AVE,,,49.108634,-122.755598
14705,415088,16920,FRIESIAN DR,,,49.106805,-122.755239
14706,415099,5856,170A ST,,,49.108871,-122.749767
14707,415108,6294,171 ST,,,49.117209,-122.748535
14708,415117,6330,171A ST,,,49.117897,-122.747151
14709,415121,6130,170 ST,,,49.113762,-122.751126
14710,438457,6652,195 ST,,,49.124608,-122.683207
14711,438459,6668,195 ST,,,49.124849,-122.683204
14712,438460,6658,195 ST,,,49.124690,-122.683207
14713,438462,6662,195 ST,,,49.124771,-122.683206
14714,438463,6638,195 ST,,,49.124342,-122.683214
14715,438471,6626,195 ST,,,49.124177,-122.683215
14716,438472,6620,195 ST,,,49.124095,-122.683216
14717,438473,6616,195 ST,,,49.124014,-122.683218
14718,438492,18839,68 AVE,,,49.126310,-122.700298
14719,438493,18897,68 AVE,,,49.126350,-122.698567
14720,438500,18866,68A AVE,,,49.126989,-122.699531
14721,439541,6418,172 ST,,,49.119134,-122.745814
14722,439556,19233,66 AVE,,,49.123761,-122.690144
14723,439557,19225,66 AVE,,,49.123758,-122.690264
14724,439590,16592,60A AVE,,,49.112223,-122.762734
14725,439598,6602,193A ST,,,49.123776,-122.687324
14726,439647,6172,145B ST,,,49.115183,-122.818566
14727,439751,18985,71A AVE,,,49.132843,-122.696823
14728,439761,19261,68 AVE,,,49.126504,-122.689267
14729,439762,19281,68 AVE,,,49.126503,-122.688900
14730,439789,6603,193 ST,,,49.123780,-122.688842
14731,439790,19241,66 AVE,,,49.123758,-122.689991
14732,439801,6724,193 ST,,,49.125554,-122.688428
14733,439802,5901,146 ST,,,49.109876,-122.817971
14734,439821,6920,192 ST,,,49.128561,-122.690560
14735,439836,6602,195 ST,,,49.123852,-122.683221
14736,439849,19165,70 AVE,,,49.130134,-122.691894
14737,439850,19173,70 AVE,,,49.130137,-122.691775
14738,439862,7180,151 ST,,,49.132961,-122.803786
14739,439863,15096,72 AVE,,,49.133531,-122.803986
14740,439865,19219,66 AVE,,,49.123765,-122.690394
14741,440356,12839,66B AVE,,,49.123978,-122.866684
14742,440365,6926,192 ST,,,49.128661,-122.690570
14743,440366,6932,192 ST,,,49.128747,-122.690555
14744,440367,6894,192 ST,,,49.128206,-122.690562
14745,440369,12327,96 AVE,,,49.177348,-122.881057
14746,440461,6819,192 ST,,,49.126713,-122.691186
14747,440462,6803,192 ST,,,49.126529,-122.691188
14748,440463,6835,192 ST,,,49.126895,-122.691183
14749,440464,6811,192 ST,,,49.126623,-122.691190
14750,441267,19211,66 AVE,,,49.123759,-122.690519
14751,441279,6827,192 ST,,,49.126803,-122.691183
14752,441281,6843,192 ST,,,49.126984,-122.691185
14753,441282,6851,192 ST,,,49.127249,-122.691167
14754,441293,6741,193A ST,,,49.125716,-122.687658
14755,441296,6855,192 ST,,,49.127345,-122.691159
14756,441298,19205,66 AVE,,,49.123762,-122.690649
14757,441338,19220,68A AVE,,,49.127059,-122.690024
14758,441351,6826,192 ST,,,49.126788,-122.690569
14759,441352,19191,70 AVE,,,49.130142,-122.691307
14760,441353,19185,70 AVE,,,49.130136,-122.691532
14761,441374,19481,67A AVE,,,49.125496,-122.683704
14762,441375,19487,67A AVE,,,49.125489,-122.683586
14763,441416,19473,67A AVE,,,49.125493,-122.683826
14764,441419,19425,67A AVE,,,49.125496,-122.684691
14765,441444,18898,68A AVE,,,49.127009,-122.698653
14766,441448,19409,67A AVE,,,49.125501,-122.684934
14767,441449,19417,67A AVE,,,49.125502,-122.684814
14768,441675,19273,68 AVE,,,49.126506,-122.689019
14769,418576,14829,73 AVE,,,49.135628,-122.811653
14770,418584,9035,141B ST,,,49.166920,-122.830750
14771,377636,13256,89 AVE,,,49.164394,-122.855513
14772,377639,13443,91 AVE,,,49.168345,-122.850225
14773,377641,13317,89 AVE,,,49.164703,-122.853688
14774,377644,13453,91 AVE,,,49.168348,-122.849941
14775,377648,8866,134A ST,,,49.163941,-122.850327
14776,377649,13326,90 AVE,,,49.166172,-122.853435
14777,377650,13461,91 AVE,,,49.168351,-122.849657
14778,377656,13473,91 AVE,,,49.168355,-122.849374
14779,377661,13346,90 AVE,,,49.166165,-122.852906
14780,377662,8914,134B ST,,,49.164680,-122.849049
14781,377664,13357,89 AVE,,,49.165604,-122.852657
14782,377668,9137,134B ST,,,49.168860,-122.849344
14783,377669,8918,134B ST,,,49.164858,-122.849049
14784,377670,13366,89A AVE,,,49.165282,-122.852392
14785,377671,8826,134A ST,,,49.163218,-122.850326
14786,377675,13377,89 AVE,,,49.164721,-122.852142
14787,377676,13439,88 AVE,,,49.162872,-122.850312
14788,377678,9148,134B ST,,,49.169027,-122.848850
14789,377681,8815,132B ST,,,49.163699,-122.855748
14790,377682,13396,89A AVE,,,49.165291,-122.851618
14791,377683,13386,90 AVE,,,49.166176,-122.851876
14792,377684,9138,134B ST,,,49.168863,-122.848848
14793,377686,8807,132B ST,,,49.163569,-122.855774
14794,377689,8905,135A ST,,,49.164691,-122.848276
14795,377690,8811,134B ST,,,49.162969,-122.849466
14796,377693,8915,135A ST,,,49.164869,-122.848276
14797,377694,8827,134B ST,,,49.163229,-122.849543
14798,377695,13387,89A AVE,,,49.165613,-122.851885
14799,377696,13507,91 AVE,,,49.168364,-122.848548
14800,377697,8925,135A ST,,,49.165047,-122.848276
14801,377698,8824,132B ST,,,49.163386,-122.855430
14802,377700,8935,135A ST,,,49.165225,-122.848276
14803,377701,8832,132B ST,,,49.163426,-122.855180
14804,377702,8847,134B ST,,,49.163590,-122.849543
14805,377703,13525,91 AVE,,,49.168371,-122.848005
14806,377704,8840,132B ST,,,49.163379,-122.854910
14807,377708,8848,132B ST,,,49.163412,-122.854716
14808,377709,8865,134B ST,,,49.163952,-122.849544
14809,377712,8856,132B ST,,,49.163484,-122.854636
14810,377714,9135,135A ST,,,49.168879,-122.847710
14811,377716,8885,134B ST,,,49.164314,-122.849544
14812,377717,13327,89A AVE,,,49.165595,-122.853430
14813,377719,8872,132B ST,,,49.163816,-122.854617
14814,377720,8895,134B ST,,,49.164496,-122.849544
