,COMMENTS,DATE_CONSTRUCTED,DISASTER_RESPONSE_ROUTE,FACILITYID,GREENWAY,LIFECYCLE_COST,LOCATION,MAJOR_ROAD_NETWORK,MATERIAL,NO_LANE,OWNER,PAVING_DATE,RD_CLASS,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STREETSWEEPING_ROUTE,TRUCK_ROUTE,YTD_COST
10427,,,None,1000978570,,,,No,Asphalt,2,Surrey,,Local,Road,145A St,,50,Open,,,
10428,,,None,1000978577,,,,No,Asphalt,2,Surrey,,Local,Road,141B St,,50,Open,,,
10429,,20061030,None,1000978578,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10430,,,None,1000978580,,,,No,Asphalt,2,Surrey,,Local,Road,141A St,,50,Open,,,
10431,,,None,1000978584,,,,No,Asphalt,2,Surrey,,Local,Road,140A St,,50,Open,,,
10432,,,None,1000978585,,,,No,Asphalt,2,Surrey,,Local,Road,127A St,,50,Open,,,
10433,,,None,1000978588,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10434,,,None,1000978590,,,,No,Asphalt,2,Surrey,,Local,Road,Chestnut Pl,,50,Open,,,
10435,,,None,1000978592,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
10436,,,None,1000978595,No,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
10437,,,None,1000978597,,,,No,Asphalt,2,Surrey,,Local,Road,31A Ave,,50,Open,,,
10438,,,None,1000978601,No,,,No,Asphalt,2,Surrey,,Local,Road,2 Ave,,50,Open,,No Heavy Truck Routes,
10439,,,None,1000978606,,,,No,Asphalt,2,Surrey,,Local,Road,Jay Cr,,50,Open,,,
10440,,,None,1000977360,,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
10441,,20061030,None,1000977362,,,,No,Asphalt,2,Surrey,,Local,Road,102A Ave,20,50,Open,,,
10442,,,None,1000977369,,,,No,Asphalt,2,Surrey,,Local,Road,150A St,,50,Open,,,
10443,,,None,1000977374,,,,No,Asphalt,2,Surrey,,Local,Road,75 Ave,,50,Open,,,
10444,,,Secondary,1000980180,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,8 Ave,,60,Open,,Dangerous Goods Routes,
10445,,,None,1000980181,,,,No,Asphalt,2,Surrey,,Local,Road,68A Ave,,50,Open,,,
10446,,,None,1000980184,,,,No,Asphalt,2,Surrey,,Local,Road,162A St,,50,Open,,,
10447,,,None,1000980196,,,,No,Asphalt,2,Surrey,,Local,Road,159A St,,50,Open,,,
10448,,,None,1000980197,,,,No,Asphalt,2,Surrey,,Local,Road,186A St,,50,Open,,,
10449,,,None,1000980198,,,,No,Asphalt,2,Surrey,,Local,Road,86A Ave,,50,Open,,,
10450,,,None,1000980201,,,,No,Asphalt,2,Surrey,,Collector,Road,99 Ave,24,50,Open,,,
10451,,,None,1000980206,,,,No,Asphalt,2,Surrey,,Local,Road,Mapletree Cl,,50,Open,,,
10452,,,None,1000980209,,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
10453,,,Secondary,1000981259,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,152 St,30,60,Open,TRANSLINK - T6 CURBS,Truck Routes,
10454,,20061030,None,1000981262,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10455,,,None,1000981268,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10456,,,None,1000981277,,,,No,Asphalt,2,Surrey,,Local,Road,57 Ave,,50,Open,,,
10457,,,None,1000981292,,,,No,Asphalt,2,Surrey,,Local,Road,Beach Rd,,30,Open,,,
10458,,,None,1000981297,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
10459,,,None,1000981300,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,50,Open,,Truck Routes,
10460,,,None,1000981301,,,,No,Asphalt,2,Surrey,,Local,Road,81A Ave,,50,Open,,,
10461,,,None,1000981303,,,,No,Asphalt,2,Surrey,,Local,Road,149A St,,50,Open,,,
10462,,,None,1000981304,,,,No,Asphalt,2,Surrey,,Local,Road,89 Ave,,50,Open,,,
10463,,,None,1000980424,,,,No,Asphalt,2,Surrey,,Local,Road,Claytonhill Dr,,50,Open,,,
10464,,,None,1000980429,,,,No,Asphalt,2,Surrey,,Local,Road,14A Ave,,50,Open,,,
10465,,20030612,None,1000980436,,,,No,Asphalt,2,Surrey,,Local,Road,185A St,,50,Open,,,
10466,,20030612,None,1000980439,,,,No,Asphalt,2,Surrey,,Local,Road,76A Ave,,50,Open,,,
10467,,,None,1000980443,,,,No,Asphalt,2,Surrey,,Local,Road,31A Ave,,50,Open,,,
10468,,,None,1000980451,,,,No,Asphalt,2,Surrey,,Local,Road,97 Ave,,50,Open,,,
10469,,,None,1000980459,,,,No,Asphalt,2,Surrey,,Local,Road,78A Ave,,50,Open,,,
10470,,,None,1000980462,,,,No,Asphalt,2,Surrey,,Local,Road,48 Ave,,50,Open,,,
10471,,,None,1000980466,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10472,,,None,1000980468,,,,No,Asphalt,2,Surrey,,Local,Road,25 Ave,,50,Open,,,
10473,,,None,1000980480,,,,No,Asphalt,2,Surrey,,Local,Road,169 St,,50,Open,,,
10474,,,None,1000981539,,,,No,Asphalt,2,Surrey,,Local,Road,0 Ave,,50,Open,,,
10475,,,,1000981544,,,,No,Gravel,,Surrey,,None,Railway,Bc Hydro (Newton) Rwy,,,Open,,,
10476,,,None,1000981547,,,,No,Asphalt,2,Surrey,,Local,Road,18 Ave,,50,Open,,,
10477,,20030612,None,1000981553,,,,No,Asphalt,2,Surrey,,Local,Road,68A Ave,,50,Open,,,
10478,,,None,1000981555,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10479,,,None,1000981556,,,,No,Asphalt,2,Surrey,,Local,Road,160A St,,50,Open,,,
10480,,,None,1000977687,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10481,,,,1000977688,,,,No,Gravel,,Surrey,,None,Railway,BC Hydro (Cloverdale) Rwy,,,Open,,,
10482,,20030612,None,1000977691,,,,No,Asphalt,2,Surrey,,Arterial,Road,192 St,20,50,Open,,,
10483,,20061030,None,1000977696,,,,No,Asphalt,2,Surrey,,Local,Road,111A Ave,,50,Open,,,
10484,,,None,1000977703,,,,No,Asphalt,2,Surrey,,Collector,Road,154 St,24,50,Open,,,
10485,,,None,1000977704,,,,No,Asphalt,2,Surrey,,Local,Road,Glengarry Cr,,50,Open,,,
10486,,,None,1000977705,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
10487,,20061030,None,1000977709,,,,No,Asphalt,2,Surrey,,Local,Road,129 St,,50,Open,,,
10488,,,None,1000977713,,,,No,Asphalt,2,Surrey,,Local,Road,88 Ave,,50,Open,,,
10489,,20061030,None,1000977715,,,,No,Asphalt,2,Surrey,,Collector,Road,74 Ave,24,50,Open,,,
10490,,,None,1000977716,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10491,,,None,1000977728,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10492,,,None,1000977732,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
10493,,,None,1000977733,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,60,Open,,,
10494,,,None,1000977737,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
10495,,,None,1000977738,,,,No,Asphalt,2,Surrey,,Arterial,Road,72 Ave,30,60,Open,,No Heavy Truck Routes,
10496,,20050210,None,1000977745,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
10497,,,None,1000977749,,,,No,Asphalt,2,Surrey,,Local,Road,121 St,,50,Open,,,
10498,,,None,1000977750,,,,No,Asphalt,2,Surrey,,Local,Road,140 St,,50,Open,,,
10499,,20061030,None,1000977379,,,,No,Asphalt,2,Surrey,,Collector,Road,Boundary Dr E,24,50,Open,,,
10500,,,None,1000977382,,,,No,Asphalt,2,Surrey,,Local,Road,148A St,,50,Open,,,
10501,,,None,1000977386,,,,No,Asphalt,2,Surrey,,Local,Road,61A Ave,,50,Open,,,
10502,,,None,1000977393,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,22,50,Open,,,
10503,,20061030,None,1000977397,,,,No,Asphalt,2,Surrey,,Local,Road,93 Ave,,50,Open,,,
10504,,,None,1000977399,,,,No,Asphalt,2,Surrey,,Local,Road,114A Ave,,50,Open,,,
10505,,,None,1000977402,,,,No,Asphalt,2,Surrey,,Collector,Road,Fleetwood Way,24,50,Open,,,
10506,,,None,1000977410,,,,No,Asphalt,2,Surrey,,Collector,Road,152 St,24,50,Open,,,
10507,,20061030,None,1000977412,,,,No,Asphalt,2,Surrey,,Arterial,Road,84 Ave,30,50,Open,,,
10508,,,None,1000977413,,,,No,Asphalt,2,Surrey,,Collector,Road,144 St,24,50,Open,,,
10509,,,None,1000977422,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
10510,,20030612,None,1000977437,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10511,,20030612,None,1000977443,,,,No,Asphalt,2,Surrey,,Local,Road,175B St,,50,Open,,,
10512,,,None,1000977444,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
10513,,20061030,None,1000977447,,,,No,Asphalt,2,Surrey,,Collector,Road,110 Ave,20,50,Open,,,
10514,,,None,1000978608,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,,50,Open,,,
10515,,,None,1000978610,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
10516,,20030612,None,1000978615,,,,No,Asphalt,2,Surrey,,Local,Road,109 Ave,,50,Open,,,
10517,,,None,1000978616,,,,No,Asphalt,2,Surrey,,Local,Road,Bryan Pl,,50,Open,,,
10518,,,None,1000980162,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Golden Ears Way,Varies,60,Open,,Truck Routes,
10519,,,None,1000981306,,,,No,Asphalt,2,Surrey,,Local,Road,141A St,,50,Open,,,
10520,,,None,1000981307,No,,,No,Asphalt,2,Surrey,,Collector,Road,142 St,24,50,Open,,,
10521,,,None,1000981310,,,,No,Asphalt,2,Surrey,,Local,Road,Ocean Cliff Pl,,50,Open,,,
10522,,,None,1000981311,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10523,,,None,1000981317,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,,
10524,,,None,1000981322,,,,No,Asphalt,2,Surrey,,Local,Road,164 St,,50,Open,,,
10525,,,None,1000981335,,,,No,Asphalt,2,Surrey,,Local,Road,65 Ave,,50,Open,,,
10526,,,None,1000981338,,,,No,Asphalt,2,Surrey,,Local,Road,Queen Mary Blvd,,50,Open,,,
10527,,,None,1000981339,,,,No,Asphalt,2,Surrey,,Local,Road,79 Ave,,50,Open,,,
10528,,,None,1000982309,,,,No,Asphalt,2,Surrey,,Local,Road,158A St,,50,Open,,,
10529,,,None,1000982312,,,,No,Asphalt,2,Surrey,,Local,Road,106 Ave,20,50,Open,,,
10530,,,None,1000982314,,,,No,Asphalt,2,Surrey,,Local,Road,92A Ave,,50,Open,,,
10531,,,None,1000982315,,,,No,Asphalt,2,Surrey,,Local,Road,96B Ave,,50,Open,,,
10532,,,None,1000982321,,,,No,Asphalt,2,Surrey,,Local,Road,Ocean Forest Dr,,50,Open,,,
10533,,,None,1000982323,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,,50,Open,,,
10534,,,None,1000982326,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
10535,,,None,1000982327,,,,No,Asphalt,2,Surrey,,Arterial,Road,100 Ave,30,60,Open,,,
10536,,,None,1000982330,,,,No,Asphalt,2,Surrey,,Local,Road,Antrim Rd,20,50,Open,,,
10537,,20030612,None,1000982331,,,,No,Asphalt,2,Surrey,,Local,Road,59 Ave,,50,Open,,,
10538,,,None,1000981580,,,,No,Asphalt,2,Surrey,,Local,Road,Alexandria Cr,,50,Open,,,
10539,,20030612,None,1000981581,,,,No,Asphalt,2,Surrey,,Local,Road,180 St,,50,Open,,,
10540,,,None,1000981583,,,,No,Asphalt,2,Surrey,,Local,Road,195 St,,50,Open,,,
10541,,,None,1000981584,,,,No,Asphalt,2,Surrey,,Collector,Road,160 St,24,50,Open,,,
10542,,,None,1000981587,,,,No,Asphalt,2,Surrey,,Local,Road,143 St,,50,Open,,,
10543,,,None,1000981591,,,,No,Asphalt,2,Surrey,,Local,Road,16A Ave,,50,Open,,,
10544,,,None,1000981594,,,,No,Asphalt,2,Surrey,,Local,Road,Cranley Dr,,50,Open,,,
10545,,,None,1000981605,,,,No,Asphalt,2,Surrey,,Local,Road,133 St,20,50,Open,,,
10546,,,None,1000981608,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10547,,,None,1000981609,,,,No,Asphalt,2,Surrey,,Collector,Road,194 St,24,50,Open,,,
10548,,,None,1000981610,,,,No,Asphalt,2,Surrey,,Local,Road,164 St,,50,Open,,,
10549,,20030612,None,1000982596,,,,No,Asphalt,2,Surrey,,Collector,Road,58 Ave,24,50,Open,,,
10550,,,None,1000982604,,,,No,Asphalt,2,Surrey,,Collector,Road,154 St,24,50,Open,,,
10551,,,None,1000982607,,,,No,Asphalt,2,Surrey,,Arterial,Road,192 St,30,50,Open,,,
10552,,,None,1000982611,,,,No,Asphalt,2,Surrey,,Local,Road,83 Ave,,50,Open,,,
10553,,20030612,None,1000982612,,,,No,Asphalt,2,Surrey,,Arterial,Road,104 Ave,30,50,Open,,No Heavy Truck Routes,
10554,Offset Centreline Designation,,None,1000982616,,,,No,Asphalt,2,Surrey,,Arterial,Road,110 Ave,30,50,Open,NORTH BRIDGEVIEW,,
10555,,,None,1000982623,,,,No,Asphalt,2,Surrey,,Local,Road,127A St,,50,Open,,,
10556,,,None,1000982626,,,,No,Asphalt,2,Surrey,,Local,Road,135 St,,50,Open,,,
10557,,,None,1000977753,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
10558,,,None,1000977774,,,,No,Asphalt,2,Surrey,,Local,Road,138 St,,50,Open,,,
10559,,,None,1000977775,,,,No,Asphalt,2,Surrey,,Local,Road,31 Ave,,50,Open,,,
10560,,20061030,None,1000977776,,,,No,Asphalt,2,Surrey,,Local,Road,125 St,,50,Open,,,
10561,,,None,1000977780,,,,No,Asphalt,2,Surrey,,Local,Road,108A Ave,,50,Open,,,
10562,,,None,1000977781,,,,No,Asphalt,2,Surrey,,Local,Road,102 Ave,,50,Open,,,
10563,,,None,1000977791,,,,No,Asphalt,2,Surrey,,Collector,Road,105 Ave,24,50,Open,CITY CENTRE - CONTRACT CURBS,No Heavy Truck Routes,
10564,,,None,1000977794,No,,,No,Asphalt,2,Surrey,,Local,Road,Beechwood Crt,,50,Open,,,
10565,,,None,1000977796,,,,No,Asphalt,2,Surrey,,Local,Road,161A St,,50,Open,,,
10566,,,None,1000977798,,,,No,Asphalt,2,Surrey,,Local,Road,Balsam Cr,,50,Open,,,
10567,,,Secondary,1000977809,,,,Yes,Asphalt,2,Provincial,,Provincial Highway,Road,King George Blvd,,60,Open,TRANSLINK - T5/T3 CURBS,Dangerous Goods Routes,
10568,,,None,1000977826,,,,No,Asphalt,2,Surrey,,Local,Road,86B Ave,,50,Open,,,
10569,,,None,1000977830,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10570,Truck Route restricted to vehicles less than 3.2 m wide,,None,1000977833,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,108 Ave,30,60,Open,TRANSLINK - T5 CURBS,Truck Routes with Restrictions,
10571,,,None,1000977835,,,,No,Asphalt,2,Surrey,,Local,Road,Friesian Dr,,50,Open,,,
10572,,,None,1000977838,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10573,,20061030,None,1000977839,,,,No,Asphalt,2,Surrey,,Local,Road,109A Ave,,50,Open,,,
10574,,,None,1000978635,,,,No,Asphalt,2,Surrey,,Local,Road,Triggs Rd,,50,Open,,,
10575,,,None,1000978636,,,,No,Asphalt,2,Surrey,,Local,Road,141A St,,50,Open,,,
10576,,,None,1000978638,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10577,,,None,1000978642,,,,No,Asphalt,2,Surrey,,Local,Road,Kildare Pl,,50,Open,,,
10578,Offset Centreline Designation,,Secondary,1000978647,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,96 Ave,30,50,Open,TRANSLINK - T4/T5 CURBS,Truck Routes,
10579,,,Primary,1000978659,,,,Yes,Asphalt,2,Provincial,,Provincial Highway,Road,Highway 10 (58 Ave),,80,Open,,Dangerous Goods Routes,
10580,,,None,1000978663,,,,No,Asphalt,2,Private,,Local,Road,133A St,,50,Open,,,
10581,,,None,1000978675,,,,No,Asphalt,2,Surrey,,Local,Road,67 Ave,,50,Open,,,
10582,,,None,1000978679,,,,No,Asphalt,2,Surrey,,Local,Road,122 St,,50,Open,,,
10583,,,None,1000978681,,,,No,Asphalt,2,Surrey,,Collector,Road,Grosvenor Rd,24,50,Open,,,
10584,,20030612,None,1000978690,,,,No,Asphalt,2,Surrey,,Collector,Road,180 St,24,50,Open,,,
10585,,,None,1000978694,,,,No,Asphalt,2,Surrey,,Collector,Road,56 Ave,20,50,Open,,,
10586,,,None,1000978696,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
10587,,,None,1000978698,,,,No,Asphalt,2,Surrey,,Local,Road,95 Ave,,50,Open,,,
10588,,,None,1000983132,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,24,50,Open,,,
10589,,,None,1000983133,,,,No,Asphalt,2,Surrey,,Local,Road,170A St,,50,Open,,,
10590,,,None,1000983136,,,,No,Asphalt,2,Surrey,,Local,Road,77 Ave,,50,Open,,,
10591,,,None,1000983138,No,,,No,Asphalt,2,Surrey,,Local,Road,107 Ave,,50,Open,,,
10592,,,None,1000982333,,,,No,Asphalt,2,Surrey,,Local,Road,Harmony Pl,,50,Open,,,
10593,,,None,1000982340,,,,No,Asphalt,2,Surrey,,Local,Road,Hilton Rd,20,50,Open,,,
10594,,,None,1000982344,,,,No,Asphalt,4,Surrey,,Arterial,Road,72 Ave,30,50,Open,,Truck Routes,
10595,,20030612,None,1000982349,,,,No,Asphalt,2,Surrey,,Local,Road,161 St,,50,Open,,,
10596,,,None,1000982354,,,,No,Asphalt,2,Surrey,,Local,Road,Summerhill Cr,,50,Open,,,
10597,,,None,1000982357,,,,No,Asphalt,2,Surrey,,Local,Road,135A St,,50,Open,,,
10598,,,None,1000982359,,,,No,Asphalt,2,Surrey,,Local,Road,140A St,,50,Open,,,
10599,,20030612,None,1000982360,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,,
10600,,,None,1000982362,,,,No,Asphalt,2,Surrey,,Collector,Road,172 St,24,50,Open,,,
10601,,20030612,None,1000982363,,,,No,Asphalt,2,Surrey,,Local,Road,135 St,,50,Open,,,
10602,,,None,1000978990,,,,No,Asphalt,2,Surrey,,Arterial,Road,Hansen Rd,27,50,Open,,,
10603,,20061030,None,1000978995,,,,No,Asphalt,2,Surrey,,Local,Road,Malcolm Pl,,50,Open,,,
10604,,,None,1000978997,,,,No,Asphalt,2,Surrey,,Local,Road,77 Ave,,50,Open,,,
10605,,,None,1000979009,,,,No,Asphalt,2,Surrey,,Local,Road,53A Ave,,50,Open,,,
10606,,20030612,None,1000979012,,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
10607,,,None,1000979015,,,,No,Asphalt,2,Surrey,,Local,Road,137A St,,50,Open,,,
10608,,,None,1000979019,,,,No,Asphalt,2,Surrey,,Local,Road,86 Ave,,50,Open,,,
10609,,,None,1000979022,,,,No,Asphalt,2,Surrey,,Local,Road,141B St,,50,Open,,,
10610,,,None,1000979024,,,,No,Asphalt,2,Surrey,,Local,Road,56A Ave,,50,Open,,,
10611,,,None,1000982630,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,Truck Routes,
10612,,,None,1000982631,,,,No,Asphalt,2,Surrey,,Local,Road,87B Ave,,50,Open,,,
10613,,,None,1000982632,,,,No,Asphalt,2,Surrey,,Local,Road,Arbutus Wynd,,50,Open,,,
10614,,,None,1000982636,,,,No,Asphalt,2,Surrey,,Local,Road,72A Ave,,50,Open,,,
10615,,,None,1000982639,,,,No,Asphalt,2,Surrey,,Local,Road,161 St,,50,Open,,,
10616,,,None,1000982641,,,,No,Asphalt,2,Surrey,,Local,Road,126 St,,50,Open,,,
10617,,,None,1000982657,,,,No,Asphalt,2,Surrey,,Local,Road,Kilkee Dr,,50,Open,,,
10618,,,None,1000982662,,,,No,Asphalt,2,Surrey,,Local,Road,123B St,,50,Open,,,
10619,,,None,1000982664,,,,No,Asphalt,2,Surrey,,Local,Road,23 Ave,,50,Open,,,
10620,,,None,1000979274,,,,No,Asphalt,2,Surrey,,Local,Road,111 Ave,,50,Open,,,
10621,,,None,1000979278,,,,No,Asphalt,2,Surrey,,Local,Road,121 St,,50,Open,,No Heavy Truck Routes,
10622,,,None,1000979279,,,,No,Asphalt,2,Surrey,,Local,Road,Stuart Cr,,50,Open,,,
10623,,,None,1000979282,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10624,,,None,1000979285,,,,No,Asphalt,2,Surrey,,Local,Road,94 Ave,,50,Open,,,
10625,,,None,1000979287,,,,No,Asphalt,2,Surrey,,Local,Road,97 Ave,,50,Open,,,
10626,,,None,1000979288,,,,No,Asphalt,2,Surrey,,Local,Road,17 Ave,,50,Open,,,
10627,,,None,1000979291,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
10628,,,None,1000979292,,,,No,Asphalt,2,Surrey,,Local,Road,98A Ave,,50,Open,,,
10629,,,None,1000977840,,,,No,Asphalt,2,Surrey,,Collector,Road,103 Ave,24,50,Open,,,
10630,,,None,1000977849,,,,No,Asphalt,2,Surrey,,Local,Road,133B St,,50,Open,,,
10631,,,None,1000977856,,,,No,Asphalt,2,Surrey,,Local,Road,134A St,,50,Open,,,
10632,,,None,1000977857,,,,No,Asphalt,2,Surrey,,Local,Road,107 Ave,,50,Open,,,
10633,,,None,1000977862,,,,No,Asphalt,2,Surrey,,Local,Road,83A Ave,,50,Open,,,
10634,,,None,1000977866,,,,No,Asphalt,2,Surrey,,Arterial,Road,20 Ave,30,50,Open,,,
10635,,,None,1000977869,,,,No,Asphalt,2,Surrey,,Local,Road,157 St,,50,Open,,,
10636,,,None,1000977870,,,,No,Asphalt,2,Private,,Local,Road,Greenside Dr E,,50,Open,,,
10637,,,None,1000977873,,,,No,Asphalt,2,Surrey,,Local,Road,79 Ave,,50,Open,,,
10638,,,None,1000977875,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10639,,,None,1000977883,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
10640,,,None,1000977888,,,,No,Asphalt,2,Surrey,,Local,Road,95 Ave,20,50,Open,,,
10641,,,None,1000977893,,,,No,Asphalt,2,Surrey,,Local,Road,124A St,,50,Open,,,
10642,,20041125,None,1000977899,,,,No,Asphalt,2,Surrey,,Local,Road,135 St,,50,Open,,,
10643,,,None,1000977900,,,,No,Asphalt,2,Surrey,,Local,Road,126A St,,50,Open,,,
10644,,,None,1000977904,,,,No,Asphalt,2,Surrey,,Local,Road,195A St,,50,Open,,,
10645,,20030612,None,1000977907,,,,No,Asphalt,2,Surrey,,Local,Road,158A St,,50,Open,,,
10646,,,None,1000977915,,,,No,Asphalt,2,Surrey,,Local,Road,85A Ave,,50,Open,,,
10647,,,None,1000977918,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
10648,,,None,1000983141,,,,No,Asphalt,2,Surrey,,Local,Road,126 St,,50,Open,,,
10649,,,None,1000983151,,,,No,Asphalt,2,Surrey,,Local,Road,0A Ave,,50,Open,,,
10650,,20061030,None,1000983154,,,,No,Asphalt,2,Surrey,,Local,Road,114 Ave,,50,Open,,,
10651,,,None,1000983160,,,,No,Asphalt,2,Surrey,,Local,Road,64A Ave,,50,Open,,,
10652,,,None,1000983161,,,,No,Asphalt,2,Surrey,,Local,Road,158A St,,50,Open,,,
10653,,,None,1000983163,,,,No,Asphalt,2,Surrey,,Local,Road,63A Ave,,50,Open,,,
10654,,,None,1000983177,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,,
10655,,,None,1000983178,,,,No,Asphalt,2,Surrey,,Local,Road,58B Ave,,50,Open,,,
10656,,20061030,None,1000983181,,,,No,Asphalt,2,Surrey,,Collector,Road,74 Ave,24,50,Open,,,
10657,,,None,1000983185,,,,No,Asphalt,2,Surrey,,Local,Road,Grove Cr,,50,Open,,,
10658,,,None,1000983192,,,,No,Asphalt,2,Surrey,,Local,Road,98 Ave,,50,Open,,,
10659,,,None,1000983194,,,,No,Asphalt,2,Surrey,,Local,Road,30A Ave,,50,Open,,,
10660,,,None,1000983196,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10661,,,None,1000983197,,,,No,Asphalt,2,Surrey,,Local,Road,13A Ave,,50,Open,,,
10662,,,None,1000983203,,,,No,Asphalt,2,Surrey,,Local,Road,66 Ave,,50,Open,,,
10663,,,None,1000979859,,,,No,Asphalt,2,Surrey,,Local,Road,140 St,,50,Open,,,
10664,,20061030,None,1000979860,,,,No,Asphalt,2,Surrey,,Local,Road,Summerhill Crt,,50,Open,,,
10665,,20061030,None,1000979861,,,,No,Gravel,1,Surrey,,Local,Access Lane,,,,Open,,,
10666,,20030612,None,1000979863,,,,No,Asphalt,2,Surrey,,Local,Road,161 St,,50,Open,,,
10667,,,None,1000979864,,,,No,Asphalt,2,Surrey,,Collector,Road,City Parkway,27,30,Open,CITY CENTRE - CONTRACT CURBS,,
10668,,,None,1000979025,,,,No,Asphalt,2,Surrey,,Local,Road,114A Ave,,50,Open,,,
10669,,,None,1000979026,,,,No,Asphalt,2,Surrey,,Local,Road,85A Ave,,50,Open,,,
10670,,,None,1000979028,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10671,,,None,1000979029,,,,No,Asphalt,2,Surrey,,Local,Road,140 St,,50,Open,,,
10672,,,None,1000979032,,,,No,Asphalt,2,Surrey,,Local,Road,161 St,,50,Open,,,
10673,,,None,1000979043,,,,No,Asphalt,2,Surrey,,Local,Road,132A St,,50,Open,,,
10674,,,None,1000979044,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,No Heavy Truck Routes,
10675,,,None,1000979054,,,,No,Asphalt,2,Surrey,,Local,Road,140A St,,50,Open,,,
10676,,,None,1000979055,,,,No,Asphalt,2,Surrey,,Local,Road,189 St,,50,Open,,,
10677,,,None,1000979058,,,,No,Asphalt,2,Surrey,,Local,Road,Fraserglen Dr,,50,Open,,,
10678,,,None,1000980211,,,,Yes,Asphalt,4,Provincial,,Arterial,Road,104 Ave,42,50,Open,TRANSLINK - T8 CURBS,Truck Routes,
10679,,,None,1000980216,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,50,Open,,,
10680,,,None,1000980217,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
10681,,,None,1000980218,,,,No,Asphalt,2,Surrey,,Local,Road,127A St,,50,Open,,,
10682,,,None,1000980225,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,60,Open,,,
