,CHAINAGE_FROM,CHAINAGE_TO,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,FACILITYID,FLOOD_CONTROL_TYPE,FLOOD_CONTROL_TYPE2,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTAINED_BY,MATERIAL,MINIMUM_ELEVATION,MOD_DATE,NAME,OWNER,PROJECT_NO,PROTECTION_AREA,STATUS,WARRANTYDATE,YR,YTD_COST
454,,,,,,20091027,1001136191,0,Dyke,Final AB,,,,Surrey,Earth,2.52,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
455,,,,,,20091027,1001136192,0,Dyke,Final AB,,,,Surrey,Earth,2.52,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
456,,,,,,20110106,1001185631,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.498,20130129,Lower Nicomekl Dyke,Surrey,4809-4010-00,,In Service,,2010,
457,0,360,North Dyke Top,,,20090408,1001119550,0,Dyke,Final AB,,,84 Ave : Serpentine River to 18070blk,Surrey Dyking District,Earth,3.34,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
458,0,360,South Dyke Top,,,20090408,1001119552,0,Dyke,Final AB,,,84 Ave : Serpentine River to 18070blk,Surrey Dyking District,Earth,3.34,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
459,360,720,North Dyke Top,,,20090408,1001119556,0,Dyke,Final AB,,,84 Ave : 18070blk to 18250blk,Surrey Dyking District,Earth,3.34,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
460,360,720,South Dyke Top,,,20090408,1001119563,0,Dyke,Final AB,,,84 Ave : 18070blk to 18250blk,Surrey Dyking District,Earth,3.34,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
461,720,1010,North Dyke Top,,,20090408,1001119625,0,Dyke,Final AB,,,84 Ave : 18250blk to 184 St,Surrey Dyking District,Earth,3.38,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
462,,,,,,20091027,1001136198,0,Dyke,Final AB,,,,Surrey,Earth,2.52,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
463,,,,,,20091027,1001136199,0,Dyke,Final AB,,,,Surrey,Earth,2.52,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
464,,,,,,20091027,1001136204,0,Dyke,Final AB,,,,Surrey,Earth,2.5100000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
465,,,,,,20091027,1001136205,0,Dyke,Final AB,,,,Surrey,Earth,2.5100000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
466,,,,,,20091027,1001136209,0,Dyke,Final AB,,,,Surrey,Earth,2.5100000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
467,,,,,,20091027,1001136210,0,Dyke,Final AB,,,,Surrey,Earth,2.5100000000000002,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
468,,,,,,20091027,1001136211,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
469,,,,,,20091027,1001136212,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
470,,,,,,20091027,1001136218,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
471,,,,,,20091027,1001136219,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
472,,,,,,20091027,1001136220,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
473,,,,,,20091027,1001136221,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
474,720,1010,South Dyke Top,,,20090408,1001119626,0,Dyke,Final AB,,,84 Ave : 18250blk to 184 St,Surrey Dyking District,Earth,3.38,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
475,1025,1080,North Dyke Top,,,20090408,1001119642,0,Dyke,Final AB,,,84 Ave : 184 St to 18440blk,Surrey Dyking District,Earth,3.75,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
476,1025,1080,South Dyke Top,,,20090408,1001119643,0,Dyke,Final AB,,,84 Ave : 184 St to 18440blk,Surrey Dyking District,Earth,3.75,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
477,1080,1240,,,,20090408,1001119646,0,Dyke,Final AB,,,84 Ave : 18440blk to Harvie Rd,Surrey Dyking District,Earth,3.77,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
478,1080,1240,,,,20090408,1001119647,0,Dyke,Final AB,,,84 Ave : 18440blk to Harvie Rd,Surrey Dyking District,Earth,,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
479,1260,1300,South Dyke Top,,,20090408,1001119656,0,Dyke,Final AB,,,84 Ave : Harvie Rd to 18560blk,Surrey Dyking District,Earth,3.77,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
480,1280,1500,South Dyke Top,,,20090408,1001119660,0,Dyke,Final AB,,,84 Ave : Harvie Rd to 18680blk,Surrey Dyking District,Earth,4.2,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
481,1440,1680,South Dyke Top,,,20090408,1001119664,0,Dyke,Final AB,,,S of 84 Ave : 18680blk to 18750blk,Surrey Dyking District,Earth,4.34,20130129,Latimer Creek Dyke,Surrey,4898-4170-00,,In Service,,2008,
482,7220,7360,,,,20091211,1001143332,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.8080000000000003,20130129,Central Nicomekl,Surrey,4802-4010-00,,In Service,,2009,
483,7220,7360,,,,20091211,1001143334,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.8080000000000003,20130129,Central Nicomekl,Surrey,4802-4010-00,,In Service,,2009,
484,,,,,,20151009,1001842059,4,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20151009,,Surrey,1711-7090-00,,In Service,,2015,
485,,,,,,20151009,1001842057,4,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20151009,,Surrey,1711-7090-00,,In Service,,2015,
486,,,,,,20170505,1001930140,4,Retaining Wall,,,,,Surrey,Concrete,,20170505,,Surrey,,,In Service,,,
487,,,,,,20170505,1001930163,1,Spillway,Final AB,,,,Surrey,Earth,57,20170505,,Surrey,7893-0064-00,,In Service,,2000,
488,,,,,,20100114,1001146651,1,Spillway,Final AB,,,,,Riprap,12.200000000000001,20100114,,Surrey,,,In Service,,2007,
489,,,,,,20091027,1001136222,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
490,,,,,,20091027,1001136223,0,Dyke,Final AB,,,,Surrey,Earth,,20091027,Lower Serpentine River Dyke,Surrey,,,In Service,,,
491,,,,,,20091027,1001136224,0,Dyke,Final AB,,,,Surrey,Earth,2.49,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
492,,,,,,20091027,1001136225,0,Dyke,Final AB,,,,Surrey,Earth,2.49,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
493,,,,,,20091027,1001136229,0,Dyke,Final AB,,,,Surrey,Earth,2.49,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
494,,,,,,20091027,1001136230,0,Dyke,Final AB,,,,Surrey,Earth,2.49,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
495,,,,,,20091027,1001136234,0,Dyke,Final AB,,,,Surrey,Earth,2.48,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
496,,,,,,20091027,1001136235,0,Dyke,Final AB,,,,Surrey,Earth,2.48,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
497,,,,,,20091027,1001136236,0,Dyke,Final AB,,,,Surrey,Earth,2.48,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
498,,,,,,20091027,1001136237,0,Dyke,Final AB,,,,Surrey,Earth,2.48,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
499,,,,,,20091027,1001136241,0,Dyke,Final AB,,,,Surrey,Earth,2.47,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
500,,,,,,20091027,1001136246,0,Dyke,Final AB,,,,Surrey,Earth,2.47,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
501,,,,,,20091027,1001136247,0,Dyke,Final AB,,,,Surrey,Earth,2.47,20091027,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
502,,,,,,20091028,1001136255,0,Dyke,Final AB,,,,Surrey,Earth,2.47,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
503,,,,,,20091028,1001136256,0,Dyke,Final AB,,,,Surrey,Earth,2.47,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
504,,,,,,20091028,1001136257,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
505,,,,,,20091028,1001136258,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
506,,,,,,20091028,1001136267,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
507,,,,,,20091028,1001136268,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
508,,,,,,20091028,1001136272,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
509,,,,,,20091028,1001136273,0,Dyke,Final AB,,,,Surrey,Earth,2.46,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
510,,,,,,20091028,1001136274,0,Dyke,Final AB,,,,Surrey,Earth,2.45,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
511,,,,,,20091028,1001136275,0,Dyke,Final AB,,,,Surrey,Earth,2.45,20091028,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
512,,,,,,20140723,1001757203,2,Spillway,Final AB,,,,Surrey,Earth,,20140723,,Surrey,A-225,,In Service,,1981,
513,23650,23670,Left Side,,,20130207,1001566862,0,Dyke,Final AB,1001224882,,South of Serpentine River to 68 Ave Cut Off Ditch,Surrey,Earth,2.6,20130207,168 Street Canal Dyke,Surrey,http://www.youtube.c,,In Service,,2010,
514,23120,23300,Left Side,,,20130207,1001566852,0,Dyke,Final AB,1001224882,,South of Serpentine River to 68 Ave Cut Off Ditch,Surrey,Earth,2.95,20130207,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2010,
515,,,Right Side,,,20130207,1001566738,0,Dyke,Final AB,1001224866,,Serpentine River to 152 St,,Earth,,20130207,Hyland Creek Dyke,Surrey,,,In Service,,2012,
516,,,Spillway Decomissioning,,,20110119,1001187204,0,Dyke,Final AB,,,N of 88 Ave,Surrey Dyking District,Earth,,20130129,Upper Serpentine,Surrey,4808-0402-00,,In Service,,2010,
517,,,Spillway Decomissioning,,,20110119,1001187205,0,Dyke,Final AB,,,N of 88 Ave,Surrey Dyking District,Earth,,20130129,Upper Serpentine,Surrey,4808-0402-00,,In Service,,2010,
518,23120,23300,Right Side,,,20130207,1001566851,0,Dyke,Final AB,1001224883,,South of Serpentine River to 68 Ave Cut Off Ditch,Surrey,Earth,3.1,20130207,168 Street Canal Dyke,Surrey,4804-4030-00,,In Service,,2010,
519,,,,,,20110427,1001196277,0,Dyke,Final AB,,,N of 88 Ave,Surrey Dyking District,Earth,3.866,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
520,,,,,,20110427,1001196280,0,Dyke,Final AB,,,N of 88 Ave,Surrey Dyking District,Earth,3.866,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
521,,,,,,20110427,1001196340,0,Dyke,Final AB,,,S of 88 Ave to 176 St,Surrey Dyking District,Earth,3.448,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
522,,,,,,20110427,1001196341,0,Dyke,Final AB,,,S of 88 Ave,Surrey Dyking District,Earth,3.714,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
523,,,,,,20110428,1001196345,0,Dyke,Final AB,,,S of 88 Ave & W of 176 St,Surrey Dyking District,Earth,3.6540000000000004,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
524,,,,,,20110428,1001196346,0,Dyke,Final AB,,,S of 88 Ave & W of 176 St,Surrey Dyking District,Earth,3.551,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
525,,,,,,20110428,1001196348,0,Dyke,Final AB,,,S of 88 Ave & W of 176 St,Surrey Dyking District,Earth,3.448,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
526,,,,,,20110428,1001196349,0,Dyke,Final AB,,,S of 88 Ave & W of 176 St,Surrey Dyking District,Earth,3.3960000000000004,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
527,,,,,,20110428,1001196377,0,Dyke,Final AB,,,S of 88 Ave & E of 176 St,Surrey Dyking District,Earth,3.3810000000000002,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
528,,,,,,20110428,1001196378,0,Dyke,Final AB,,,S of 88 Ave & E of 176 St,Surrey Dyking District,Earth,3.3810000000000002,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
529,,,,,,20110428,1001196379,0,Dyke,Final AB,,,S of 88 Ave & E of 176 St,Surrey Dyking District,Earth,3.361,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
530,,,,,,20110428,1001196380,0,Dyke,Final AB,,,S of 88 Ave & E of 176 St,Surrey Dyking District,Earth,3.361,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
531,,,,,,20110428,1001196414,0,Dyke,Final AB,,,S of 88 Ave & E of 176 St to Latimer Ck,Surrey Dyking District,Earth,3.342,20130129,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
532,,,,,,20140922,1001787460,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 8,Surrey,4812-3250-00,,In Service,,2014,
533,,,,,,20140922,1001718239,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 11,Surrey,4812-3250-00,,In Service,,2014,
534,,,,,,20140922,1001787462,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 10,Surrey,4812-3250-00,,In Service,,2014,
535,,,,,,20140922,1001787458,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 6,Surrey,4812-3250-00,,In Service,,2014,
536,,,,,,20140922,1001787457,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 5,Surrey,4812-3250-00,,In Service,,2014,
537,,,,,,20140922,1001787455,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 3,Surrey,4812-3250-00,,In Service,,2014,
538,,,,,,20140922,1001718241,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 10,Surrey,4812-3250-00,,In Service,,2014,
539,,,,,,20131112,1001718245,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 9,Surrey,4812-3250-00,,In Service,,2014,
540,,,,,,20131112,1001718240,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20140922,,Surrey,,,In Service,,,
541,,,,,,20140922,1001787453,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 1,Surrey,4812-3250-00,,In Service,,2014,
542,,,,,,20140922,1001787459,3,Groyne,Final AB,,,Crescent Beach - Wickson Rd to Target St,Surrey,,,20140922,Groyne 7,Surrey,4812-3250-00,,In Service,,2014,
543,,,,,,20140922,1001718232,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 14,Surrey,4812-3250-00,,In Service,,2014,
544,,,,,,20140922,1001718258,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 6,Surrey,4812-3250-00,,In Service,,2014,
545,,,,,,20140922,1001718248,3,Groyne,Final AB,,,Crescent Beach - Sullivan St to Maple St,Surrey,Concrete,,20140922,Groyne 8,Surrey,4812-3250-00,,In Service,,2014,
546,,,,,,20170419,1001927555,4,Retaining Wall,Initial AB,,,,Surrey,Lock Block,,20170419,,Surrey,4814-3070-00,,In Service,,2016,
